-0.284841656,0.47889777,0.51554183,0.377902368,2.547544304,0.301998447,-0.462158281,0.130772699,-0.502288891,0.190013531,0.006920852,-1.104569325,1.10922919,-0.43946511,-0.434113732,-0.430441685,
0.002743,0.033141,-0.01543,0.030529,0.013889,0.004492,-0.037187,0.016086,0.023784,-0.010143,-0.05588,0.016488,0.010591,-0.039337,-0.037334,0.002157,republican
-0.018594,0.008427,0.022967,-0.005869,-0.008684,-0.046195,0.015453,-0.02977,-0.066932,0.05134,-0.013643,0.049678,-0.029762,-0.05324,-0.056084,-0.056135,republican
0.046329,-0.042841,0.039602,0.020762,-0.063205,0.082309,0.021351,0.027913,-0.068474,0.010675,0.05253,0.023925,0.035152,-0.06641,-0.028523,-0.059524,democrat
0.124572,0.004296,-0.031783,0.04182,-0.001389,0.105229,-0.117683,0.050521,-0.058743,-0.043245,-0.026009,-0.198132,0.137755,-0.012702,-0.001744,0.184572,democrat
0.117994,-0.058825,-0.046198,0.154131,-0.024204,0.045066,-0.042423,0.071034,-0.006288,-0.068869,-0.048521,-0.129187,0.041026,-0.074016,0.166883,0.169323,democrat
0.229938,-0.063353,-0.003821,0.139306,0.009571,0.020877,-0.021417,0.04766,-0.028668,-0.003138,-0.047251,-0.143923,0.027205,-0.006209,0.08516,0.150537,democrat
0.133536,-0.071709,-0.018579,0.045938,0.082294,-0.047856,-0.027105,-0.044608,0.015768,0.027895,0.046768,0.016899,0.021497,-0.056505,-0.003606,-0.001196,democrat
0.125586,-0.054737,-0.000997,0.02827,0.046434,-0.005857,-0.02986,-0.050207,-0.0075,0.004987,0.046834,-0.000981,-0.006103,-0.049401,-0.047715,0.019617,republican
0.019776,0.013791,0.013645,0.022191,0.002368,-0.040055,-0.030687,-0.010221,-0.038325,0.029936,-0.019552,0.001616,-0.010527,-0.047501,-0.025296,0.035135,republican
0.001483,-0.041334,0.054395,0.032428,-0.007556,-0.046103,-0.057598,0.013367,0.033095,0.005991,0.002903,-0.101813,0.025642,0.0074,0.010107,0.097454,democrat
-0.053165,-0.05385,0.01163,0.029644,-0.036053,-0.02894,0.022168,0.024358,-0.095741,0.018018,0.043972,0.120615,-0.06155,-0.012898,-0.164656,-0.152296,republican
0.021254,-0.031589,-0.047158,0.002442,0.013082,0.010429,-0.042155,-0.00955,-0.042,0.008129,0.038683,0.059904,-0.020037,-0.073598,-0.03171,-0.075124,republican
0.078726,-0.022041,0.017405,0.010219,-0.059717,-0.009225,-0.096358,0.011052,-0.032046,-0.013539,-0.03091,-0.127835,-0.048939,0.06144,-0.050036,0.083994,democrat
-0.010709,-0.016512,-0.024738,-0.042805,0.038058,0.005143,-0.061573,0.012272,0.073685,-0.041615,-0.0993,-0.064325,0.082742,-0.044866,0.113899,0.06546,democrat
-0.045801,0.032829,0.006385,-0.03794,0.020952,-0.084008,0.021643,-0.012854,-0.046799,0.072057,0.001584,0.022899,0.027767,-0.063375,-0.067156,-0.066413,republican
