@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R41-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

-5.005627,-482.064381,379.75214,474.765519,-112.579838,-9.848441,113.269195,108.280888,387.605258,104.307564,1
-7.863511,-1780.686794,1611.3719,1769.833764,-184.175891,-8.081749,184.068503,183.223263,1625.055101,169.824118,1
-4.243524,-3911.282493,3078.84675,3897.126441,-846.035805,-18.593565,854.481285,856.206408,3091.781706,838.555078,1
-7.136049,-329.730512,266.810303,324.440829,-75.801472,-8.308648,75.408296,77.59068,275.039276,62.965243,1
-7.136049,-329.730512,266.813767,324.444293,-75.794543,-8.308648,75.408296,77.59068,275.035812,62.968707,1
-3.204294,-90.32645,67.163734,88.334591,-26.367009,-11.60474,31.176915,34.381209,75.950428,19.572174,1
-8.885421,-190.664153,194.651334,189.796395,-15.636955,-10.193119,9.915991,7.051179,196.447471,2.653502,1
-3.256256,-81.614234,65.461128,80.626965,-19.409361,-10.756036,23.296083,26.552339,73.317711,12.540048,1
-3.983717,-2176.66825,1407.218535,2160.885803,-777.659636,-19.303706,782.729348,787.345264,1420.815134,764.22585,1
-5.352037,-1297.82567,1227.121624,1294.323463,-77.827971,-1.749371,76.851094,75.74085,1229.988168,71.784846,1
-6.651075,-36.373067,30.969068,31.63764,-22.831894,-3.935219,11.001987,17.653062,35.704495,6.26656,1
-2.667358,-318.077274,300.923043,315.39606,-23.39481,-1.906988,20.772485,21.167393,306.250831,15.652543,1
-4.797781,-452.065261,349.915832,445.441898,-113.764561,-10.042431,113.3073,108.54416,359.061061,104.276387,1
-3.152332,-41.742424,34.329247,39.693408,-19.953225,-3.607862,14.173372,20.408755,41.0548,7.413177,1
-18.498303,-355.693954,317.013795,348.59601,-40.528257,-13.9101,44.983092,34.486864,326.782562,42.821492,1
-8.798818,-429.808408,337.271861,419.85258,-98.579672,-13.582742,104.446128,102.137304,350.608653,89.018751,1
-3.256256,-183.701309,129.990413,176.530618,-62.592852,-9.685628,61.751075,61.751075,148.592639,48.067874,1
0,-798.475422,629.63511,733.062791,-170.407819,-62.061112,226.605939,225.96508,703.067136,159.270732,1
-5.12687,-120.273608,119.767849,118.151846,-15.080966,-3.273576,8.590972,10.167138,125.080049,-0.285788,1
-6.027537,-318.333618,168.111119,319.064543,-171.958004,-14.090233,163.98191,160.420814,179.267259,160.507416,1
0,-39.837169,22.986046,31.935553,-18.113787,-6.638951,22.227408,22.227408,32.150327,14.325792,1
-4.745819,-3911.573477,3800.344638,3909.060271,-121.366532,-5.757337,119.587716,117.653015,3809.224863,109.673457,1
-5.092229,-54.497247,38.105118,49.075928,-17.793358,-17.897281,29.19718,23.405203,47.219169,19.383381,1
-5.022947,-117.502327,110.603568,116.397278,-15.086163,-7.986486,10.619204,7.605435,119.005747,8.509566,1
0,-142.028166,103.244085,132.221295,-41.617717,-12.301025,47.911989,50.066661,114.408884,37.086672,1
-4.745819,-3909.841426,3798.612588,3907.335149,-121.366532,-5.750409,119.580788,117.646087,3807.485884,109.673457,1
0,-142.028166,103.244085,132.221295,-41.617717,-12.301025,47.911989,50.066661,114.408884,37.086672,1
-14.410663,-81.406388,66.389507,79.121813,-27.189734,-1.64718,22.43179,28.182199,71.549287,20.147215,1
-5.767729,-62.353829,42.691588,54.815944,-14.504193,-12.695932,25.980762,20.213033,50.839155,24.210606,1
-5.629165,-222.308721,111.701689,217.497084,-119.771313,-9.157353,108.802236,117.843541,108.267032,106.242264,1
-8.123318,-102.190998,97.046807,95.224689,-26.978423,-7.458211,20.72572,18.699221,95.907117,11.715592,1
-10.496228,-79.726299,60.064058,64.049507,-12.824104,-12.018701,25.823145,15.326918,60.60619,20.642582,1
-8.417767,-150.411292,137.670326,151.434934,-29.418883,-5.838743,21.617726,19.589495,148.888819,11.880136,1
-8.365805,-29.444864,28.627336,27.023457,-25.391865,-11.833371,12.12782,11.60474,32.617981,8.137175,1
-2.355589,-455.226253,407.975907,450.634587,-60.206086,-7.804621,60.94394,57.410556,415.13967,52.281954,1
-13.30215,-47.73532,45.677644,35.818811,-18.032381,-4.809905,15.20221,10.76816,44.825475,-1.14835,1
-5.092229,-45.892418,29.444864,41.543239,-17.959635,-16.603439,27.958764,22.111361,37.375924,19.272529,1
-8.383126,-412.262733,282.488826,402.450665,-142.840498,-14.869656,144.097967,142.826642,297.121192,128.774513,1
-5.040268,-322.16145,219.727965,315.955512,-111.687832,-8.712216,111.855841,106.850214,226.921172,104.818519,1
-7.188011,-495.799544,288.9615,486.375455,-215.325092,-10.238152,216.958416,211.952789,294.918023,206.824187,1
-8.469728,-388.793445,343.798229,385.637648,-58.245405,-5.627433,56.012791,60.988973,358.21582,42.22047,1
-5.092229,-43.98543,27.712813,40.407013,-17.434823,-16.532425,27.712813,22.040347,35.222985,19.622404,1
-5.092229,-44.020071,27.712813,40.337731,-17.538746,-16.497784,27.712813,22.005706,35.257626,19.553122,1
-5.43864,-116.809506,116.615517,114.80206,-15.030737,-3.20949,8.526886,9.791283,121.501632,0.07621,1
-5.403999,-586.264557,527.717776,579.402172,-71.405527,-8.92699,65.797146,69.983513,526.983386,58.042755,1
-12.782535,-1341.646556,1123.4809,1330.299891,-236.508074,-12.434393,235.765024,235.14495,1138.523761,214.400177,1
-8.798818,-762.448765,753.201346,759.61513,-29.18852,-6.304665,23.659814,23.249318,758.239882,9.063822,1
-18.08261,-162.812776,159.521879,153.982781,-14.757073,-12.016969,16.399057,3.495279,160.401761,21.304225,1
-7.759588,-5265.93675,4937.058407,5255.405881,-342.651611,-10.104784,347.241546,340.990575,4953.89394,325.519897,1
-6.529832,-1555.322735,1493.661727,1547.076442,-77.478097,-6.576597,76.800865,76.177327,1502.257895,65.163215,1
-3.325538,-53.832139,36.373067,55.720074,-30.761222,-8.088677,28.873287,18.896674,51.112819,17.459072,1
-10.721394,-310.660633,261.709413,300.943828,-54.279008,-8.705287,54.362147,55.086144,270.206854,41.014963,1
-5.352037,-1299.557721,1228.888316,1296.032998,-77.81065,-1.737247,76.83897,75.746046,1231.690774,71.802166,1
-2.182384,-117.329122,88.691394,113.561911,-34.495524,-7.671253,39.298501,33.90143,102.445609,32.434383,1
-10.149818,-304.840942,255.886258,295.737283,-54.925063,-8.750321,54.355218,55.718342,265.682737,40.975126,1
-3.74123,-183.597386,129.747926,177.573313,-58.280046,-5.334716,55.425626,53.555011,143.289099,49.401553,1
-9.941972,-252.985073,156.689976,246.172917,-113.641586,-5.641289,106.34792,107.832287,167.459868,96.482158,1
-10.946561,-90.516975,76.660569,82.026462,-24.820288,-6.308129,20.164536,13.600063,91.750195,13.856406,1
-3.914435,-346.410162,242.313908,339.779871,-112.983406,-7.944917,111.244427,107.347313,252.096531,103.055291,1
-7.274613,-494.084813,286.574734,484.82527,-215.943434,-10.283186,216.951488,211.859259,293.766209,206.964483,1
-4.08764,-431.280651,320.607801,417.431173,-119.87004,-15.893298,129.186742,129.186742,334.902416,114.315353,1
-13.908368,-114.805524,105.897586,111.770971,-35.416975,-4.193295,21.293833,20.439932,112.888143,6.451889,1
-9.647523,-128.412515,120.304785,128.220257,-14.65315,-7.870439,14.862728,14.641025,120.850381,13.042343,1
-5.923614,-165.68798,141.408092,164.421851,-40.249397,-5.471549,27.33003,29.60248,152.969531,22.835358,1
-8.348485,-309.274992,256.502868,308.176872,-71.755401,-5.911489,62.099218,60.195694,268.644544,50.267579,1
-6.858921,-210.721301,155.261034,196.814665,-62.708899,-11.230617,64.404577,59.831963,163.451903,56.213709,1
-5.871652,-334.320447,253.109781,327.089135,-86.77921,-12.269848,89.484673,87.295361,267.104751,74.802078,1
-15.276688,-29.444864,34.43317,26.476129,-18.792751,0.443405,4.752747,9.844977,39.94802,-3.308217,1
-15.432573,-525.867946,421.821922,514.737787,-125.319072,-11.682683,122.603216,115.742563,430.826854,108.142324,1
-3.39482,-244.219164,141.506819,233.120182,-99.14432,-8.050572,110.24157,106.673545,150.078738,95.228153,1
-10.946561,-500.11235,13.96033,371.408851,-511.157638,-136.502924,618.290177,629.236738,140.464124,489.603998,1
-4.607255,-323.893501,220.858995,317.403507,-111.932051,-9.56092,112.462059,107.872124,229.335651,104.11877,1
-6.183421,-487.4857,280.864163,479.403951,-217.303094,-10.494496,217.006914,213.179081,289.851774,206.604216,1
-7.17069,-189.728845,171.606398,186.661383,-30.203502,-8.104266,26.637209,23.860732,179.019575,20.020775,1
-8.331164,-407.101222,277.259765,397.794913,-142.767752,-14.294615,143.574888,142.322615,291.329214,128.831671,1
-6.529832,-552.420285,128.067837,499.270573,-420.188598,-50.80105,471.879922,463.721963,176.333165,422.003787,1
-11.25833,-177.292721,155.300872,168.012392,-36.47699,-5.190956,30.859949,27.652191,156.095883,22.158126,1
-9.682164,-1846.47528,1776.335883,1839.631947,-85.289646,-8.062697,85.239416,79.561754,1782.614567,73.390457,1
