@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R25-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

-4.118817,3.103835,-481.510125,-101.757985,483.74447,-1.108513,480.955868,-2.234346,5.951327,491.358565,1
-3.564561,4.863599,-1779.356579,-170.142815,1782.990422,-1.434138,1781.895766,0.987269,8.095605,1789.631105,1
-1.955485,2.760889,-3915.35108,-838.414782,3914.926728,-3.465834,3912.165839,0.554256,14.758805,3930.042335,1
-0.536936,4.179439,-331.595931,-64.011402,334.701498,-0.836581,331.375961,1.073872,7.754391,336.393712,1
-0.536936,4.182903,-331.592467,-64.007938,334.701498,-0.840045,331.375961,1.073872,7.754391,336.393712,1
0.386247,0,-93.916991,-26.367009,93.530744,0.386247,93.530744,0,8.400446,98.726896,1
-2.868276,7.492852,-196.206715,0.294449,199.088848,-6.651075,193.435434,1.108513,6.219794,198.546716,1
0.356802,0,-85.227292,-19.409361,84.87049,0.356802,84.87049,0,7.49978,89.114014,1
2.32268,8.208189,-2180.752426,-770.100966,2178.596022,-1.2159,2172.687997,-4.537973,11.542387,2195.121519,1
-2.360785,3.024161,-1297.841259,-71.514646,1298.797351,-0.244219,1296.647876,0.6755,2.44046,1301.28804,1
-2.462976,0.862561,-36.373067,-5.403999,41.361373,0,39.698605,1.662769,2.272451,36.982749,1
-3.233739,0.635663,-318.811664,-17.812411,320.498681,-0.602754,318.264336,0.640859,2.811118,321.058134,1
-4.260845,3.453709,-452.162256,-102.149428,454.490132,-1.0808,451.476364,-2.407551,6.457085,462.125012,1
-4.676537,1.593487,-41.742424,-7.413177,46.453603,-3.117691,44.860116,3.117691,6.725553,45.350286,1
3.264916,4.318003,-355.247085,-39.269056,358.794325,-9.107123,346.427482,0.606218,2.184116,357.254532,1
-2.244738,-0.245951,-430.55319,-93.790551,429.934848,-3.671948,430.55319,0,9.818996,439.610083,1
-7.271149,2.514938,-185.329436,-55.339023,188.585692,-1.628128,185.329436,0,9.685628,193.386937,1
-6.434569,-3.4208,-796.622128,-168.771031,799.116281,0.571577,798.475422,1.212436,61.420254,858.68324,1
-4.941541,4.996967,-120.277072,-1.787476,125.10603,-3.20083,121.243557,-0.32909,3.897114,124.170722,1
-3.193902,5.378018,-323.978372,-158.359673,325.237572,-5.890705,320.533322,-5.507922,3.860741,335.392586,1
0,-1.262665,-41.099834,-16.851122,39.837169,1.262665,39.837169,0,6.638951,46.476119,1
-4.149994,3.949076,-3914.422701,-113.12197,3915.55373,-1.207239,3912.510517,0.086603,5.800638,3918.105041,1
-0.001732,-1.401229,-60.289225,-21.484358,58.889727,-10.184459,53.797498,0,13.5048,67.302298,1
-3.956004,1.858491,-120.746458,-9.912527,120.516095,-3.787995,117.502327,-2.009179,3.968128,124.484224,1
0,-0.678964,-142.028166,-35.610965,144.861801,0,142.028166,0,9.46739,153.989709,1
-4.149994,3.949076,-3912.69065,-113.12197,3913.821679,-1.207239,3910.778466,0.086603,5.79371,3916.366062,1
0,-0.678964,-142.028166,-35.610965,144.861801,0,142.028166,0,9.46739,153.989709,1
5.130334,2.25513,-81.406388,-15.016881,87.174117,2.875204,81.406388,2.875204,1.62986,91.696502,1
5.767729,-0.609682,-62.963511,-19.662241,62.353829,-5.158047,56.5861,0,6.928203,69.282032,1
10.804533,13.387021,-225.355399,-111.732866,225.68622,-1.456655,213.267416,-6.789639,-1.009786,230.340241,1
0.491902,8.615221,-104.217497,-7.17069,108.287816,-2.026499,102.190998,0,7.458211,109.649208,1
2.199705,-3.658091,-75.087867,-14.414127,74.478185,-4.638432,69.230071,0,1.522473,81.248771,1
-6.779247,7.482459,-155.475809,-17.569923,158.986676,-3.820904,153.217214,0,5.213473,158.430687,1
0.523079,8.365805,-28.921784,0.228631,38.333748,-0.523079,29.444864,-8.365805,2.944486,40.755156,1
-1.498224,2.355589,-455.226253,-46.392981,458.439208,-3.533384,458.439208,2.355589,7.804621,460.354856,1
-2.139083,6.195546,-43.834742,2.376374,52.16937,0.533472,43.30127,0,0.375855,48.111175,1
-0.001732,-1.51208,-51.739822,-21.539784,50.229473,-10.184459,45.137244,0,12.266384,57.403628,1
-4.508528,5.892437,-414.526524,-132.306165,417.742942,-1.979734,413.128759,1.662769,13.615651,425.047,1
-4.040875,2.540919,-323.148719,-103.28219,323.010155,-1.524205,321.330066,-1.680089,5.369358,330.890986,1
-4.056463,3.013768,-493.75226,-203.962839,497.237146,-1.302502,492.924339,-1.437602,4.505064,503.162492,1
0.62527,4.941541,-388.523245,-48.48703,392.893209,0.266736,389.849996,0,4.212348,396.712381,1
-0.001732,-1.162206,-49.657897,-21.364847,48.497423,-10.184459,43.405193,0,12.020433,55.425626,1
-0.001732,-1.231488,-49.727179,-21.399488,48.497423,-10.184459,43.405193,0,12.020433,55.425626,1
-4.891311,5.358965,-117.12474,-1.787476,121.330159,-3.20083,117.779455,-0.32909,3.833028,120.954304,1
4.83069,8.04884,-588.129976,-60.027685,589.479244,-0.386247,583.81717,-3.152332,4.165582,591.781139,1
-2.771281,5.026411,-1342.741212,-218.189904,1344.65686,1.371784,1341.906363,0,7.362948,1350.828157,1
-2.876936,10.23642,-764.345361,-14.194156,772.36822,-2.104442,764.838996,1.143154,6.552348,768.152409,1
6.321985,10.028574,-165.999749,-7.569062,163.696122,-10.58283,154.204483,2.563435,3.391355,167.087477,1
-1.22456,6.070838,-5261.223839,-327.199986,5268.856987,-1.525937,5268.47074,2.303628,10.49796,5274.910505,1
-1.856758,4.818565,-1554.411677,-62.499321,1557.962381,-3.051874,1556.445104,0.658179,6.282148,1562.010184,1
-13.30215,6.651075,-57.157677,-20.78461,57.157677,-3.325538,57.157677,0,8.088677,65.246354,1
3.678876,6.082962,-307.106465,-51.61165,313.15825,2.785138,303.715109,0.017321,3.107299,313.127073,1
-2.360785,3.024161,-1299.59063,-71.514646,1300.512081,-0.226899,1298.379926,0.6755,2.445656,1303.025287,1
-1.150082,1.839438,-118.82215,-26.573123,120.543808,-0.689356,117.329122,0,4.456567,132.697609,1
3.713517,6.114139,-301.910312,-52.235188,307.98115,2.785138,298.484316,0,3.722177,307.939581,1
-4.447906,-0.689356,-183.597386,-53.84946,185.468,-1.870615,181.726771,0,3.464102,187.061487,1
-2.352125,7.075428,-255.106835,-97.990774,257.523046,2.016107,252.985073,1.801333,9.34961,260.427695,1
-8.764177,8.764177,-92.71668,-16.056111,88.334591,0,88.334591,0,4.125745,99.024809,1
-5.73482,0.535204,-346.410162,-104.096254,347.986328,-1.558846,345.630739,-1.576166,4.809905,353.575656,1
-4.681733,3.206026,-492.016745,-204.600234,495.539736,-1.340607,491.174968,-1.454923,4.463495,501.458154,1
-0.576773,2.04382,-431.725788,-110.67285,432.302561,1.467047,432.302561,-1.02191,15.893298,448.195859,1
-2.630985,12.392824,-114.065938,-7.262489,127.84267,-1.195115,114.315353,0,2.223953,118.184755,1
0.017321,0.814064,-131.634129,-11.448856,130.700554,-2.509742,127.615771,0.814064,4.922488,135.605722,1
-5.317396,4.073783,-165.604842,-23.524714,172.28363,-0.083138,167.454672,-0.588897,4.799513,171.07639,1
-7.189743,8.315576,-312.669812,-56.23969,318.072078,-2.009179,311.353453,0.831384,5.047196,315.984957,1
-0.389711,-0.389711,-209.578148,-55.460267,210.721301,-4.572614,207.291841,0,7.801157,213.949844,1
-4.62804,-1.020178,-334.803689,-81.058246,334.82967,-3.742962,336.035177,0.831384,8.435087,343.569598,1
-3.41214,6.772319,-31.990978,2.442192,34.537093,2.546115,31.990978,2.546115,4.648824,31.547573,1
0.654715,8.810942,-524.930906,-102.760842,532.330227,-5.7175,523.6336,0.519615,6.727285,532.577911,1
0.521347,0,-240.999281,-105.760754,240.997549,3.569757,244.219164,3.39482,7.877367,248.701711,1
3.451977,10.01645,-506.659502,-488.334405,504.494439,2.199705,502.294734,4.382089,138.719949,627.868418,1
-4.122281,2.17026,-324.044189,-103.034506,325.746795,-1.685285,322.975514,-1.835974,5.888973,332.536435,1
-4.354376,3.244131,-486.832717,-205.080012,490.586071,-1.397765,485.944175,-1.541525,5.887241,496.43867,1
-2.520134,4.264309,-189.342598,-18.146696,196.48904,-1.979734,188.135359,0.796743,3.734302,196.65012,1
-4.454835,5.826619,-409.314783,-132.325218,412.527737,-1.943361,407.932606,1.662769,13.042343,419.31218,1
-0.720533,-2.365981,-545.907774,-424.352448,550.792157,-1.645448,547.518581,3.256256,44.271219,591.80712,1
-1.901792,7.906812,-175.392661,-19.663973,179.495889,1.16567,174.226991,-1.02191,0.961288,180.297829,1
0.580237,8.509566,-1847.862653,-73.01287,1848.538153,-2.180652,1845.610987,-0.207846,5.395338,1855.55469,1
-2.393694,1.590023,-300.978469,-20.975135,305.637686,-2.528794,302.779802,0.69282,7.17069,303.455301,1
