@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R21-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

114.61673,472.531173,0.86949,-98.57794,0.571577,482.618637,-3.342858,482.466217,0.536936,7.239972,1
186.275136,1768.087857,-0.280592,-165.625626,-2.251666,1782.505448,-4.794317,1780.700651,2.476833,7.569062,1
859.859303,3893.153117,-1.569238,-818.756005,0.138564,3909.612796,-0.20265,3898.179528,0.69282,7.627952,1
74.809006,321.115292,-0.774227,-59.275975,-1.610807,329.193576,-6.361823,330.960268,2.199705,3.862473,1
74.802078,321.118756,-0.770763,-59.275975,-1.610807,329.193576,-6.365287,330.956804,2.199705,3.862473,1
31.563162,91.538885,0,-20.78461,0,90.32645,-2.818047,88.334591,6.408588,-3.204294,1
9.645791,188.577032,-0.284056,-1.245345,-2.217025,190.016366,-9.900402,198.047885,3.879794,7.316183,1
23.652886,83.883221,0,-14.809034,0,81.614234,-2.899453,80.626965,6.512511,-3.256256,1
789.551897,2157.828733,-0.036373,-756.556329,-4.78046,2170.254466,-7.498048,2171.795991,1.056551,4.629772,1
78.622982,1291.689014,0.304841,-70.271033,-1.610807,1297.858579,-1.801333,1300.20724,1.125833,4.574346,1
13.464963,28.312103,-2.462976,-8.119854,-3.325538,34.710298,-4.988306,41.551899,3.325538,6.651075,1
23.330724,314.945727,-1.110245,-16.864979,-1.936433,319.165002,-1.988394,321.714581,0.883346,3.342858,1
114.783007,443.017027,0.42262,-98.574476,0.606218,453.277696,-4.111889,453.586001,-0.034641,7.82887,1
15.732217,38.099922,-1.558846,-8.481853,-4.676537,40.183579,-4.711178,47.522278,1.558846,4.711178,1
41.447976,351.038201,1.234952,-39.367783,-4.936345,359.383222,-13.41993,360.93514,5.525242,8.660254,1
102.509695,421.943165,1.936433,-87.643503,-2.199705,429.716609,-7.234776,427.596579,7.309254,0.853901,1
67.394097,179.804194,-0.741318,-47.281523,-4.901704,188.603012,-4.884383,186.171213,1.628128,8.157959,1
233.040508,737.288995,-4.633236,-106.7792,-3.654627,801.489191,0,742.918161,0,4.295486,1
11.911313,116.558359,-0.147224,-0.467654,-1.264397,120.602698,-5.798906,128.700035,0.640859,8.002075,1
167.054568,317.096934,-0.077942,-149.356473,2.753961,322.393545,-5.551223,323.886573,1.645448,16.257029,1
24.752738,31.935553,-1.262665,-8.949507,0,39.837169,1.262665,34.460883,0,0,1
120.774171,3908.739842,-0.239023,-108.495663,-2.85442,3913.419843,-4.660949,3915.687098,0.467654,6.384339,1
26.205929,54.168157,-0.701481,-12.372039,0.699749,53.797498,-10.184459,52.578134,5.092229,0,1
