@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R30-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

1.662769,-3.103835,382.028054,108.111147,-5.005627,-482.455824,586.056711,-104.768289,587.012803,-1.108513,1
2.979127,-6.890098,1618.012582,179.87694,-6.602578,-1779.030954,1954.969211,-174.625362,1955.814451,-0.969948,1
0.744782,-5.677663,3089.129936,841.603487,-5.305272,-3928.258323,4750.329473,-839.079889,4735.898026,0.883346,1
1.091192,-3.088247,269.214389,69.502003,-4.654021,-330.920431,399.012545,-68.19084,399.942656,0.536936,1
1.091192,-3.091711,269.207461,69.498539,-4.650556,-330.920431,399.012545,-68.19084,399.935728,0.536936,1
3.204294,3.204294,69.928087,22.776468,-0.386247,-101.93119,116.307212,-22.390221,111.497307,0,1
-1.662769,-7.586383,189.779075,6.751534,-6.20767,-188.552783,197.131631,-8.781498,204.054638,0,1
3.256256,3.256256,67.162002,15.796303,-0.356802,-92.37027,100.666793,-15.439501,96.780071,0,1
0.796743,-3.762014,1427.234114,768.517872,-3.691,-2186.340022,2945.873746,-771.940404,2936.191582,1.593487,1
2.546115,-4.844546,1227.492283,76.270857,-3.862473,-1294.602324,1370.521575,-75.662907,1374.860362,-0.658179,1
0,-2.52533,29.05342,14.51805,-0,-28.668905,46.765372,-9.529744,51.944204,0,1
1.073872,-1.293842,303.043073,21.084254,-1.822117,-317.316904,336.845777,-20.557711,339.246399,-0.433013,1
1.195115,-2.847492,352.524301,108.228927,-5.518314,-453.101027,556.525245,-104.511946,557.536763,-1.195115,1
1.558846,-1.593487,34.784776,13.683201,-1.593487,-40.639108,53.86678,-10.56551,56.528942,0,1
-4.988306,-6.777515,318.922515,46.500368,3.54724,-346.758304,404.070133,-42.61711,401.416631,-0.606218,1
-0.744782,-0.590629,346.191923,95.635185,2.073265,-435.938136,527.380026,-95.416947,519.422985,-0.727461,1
0,-2.514938,138.806552,57.708469,-3.256256,-186.857105,237.394884,-54.434893,233.334957,0,1
1.212436,1.567506,698.77165,173.473549,-1.212436,-857.453484,963.661108,-167.965627,905.661654,0,1
2.234346,-4.667877,115.141542,7.387197,-5.459424,-117.450365,125.608325,-5.166708,130.833922,0,1
-1.662769,-6.237115,162.34339,159.662175,-3.732569,-324.376743,478.437466,-151.727651,471.822764,-1.091192,1
0,1.262665,33.412992,16.851122,-1.262665,-46.476119,55.425626,-15.588457,51.312005,0,1
0.564649,-4.243524,3803.727334,116.438848,-5.322592,-3911.003632,4024.757801,-115.093044,4026.772176,0.772495,1
-5.092229,1.401229,44.226185,17.093609,5.092229,-72.394528,78.974589,-21.48609,68.270515,0,1
-2.009179,-1.858491,111.182073,10.837442,-1.234952,-117.434777,127.16717,-8.58058,128.60304,0,1
0,2.833635,114.408884,39.123564,2.154671,-151.495556,182.966919,-38.4446,169.529669,2.494153,1
0.564649,-4.243524,3801.988355,116.438848,-5.322592,-3909.264653,4023.02575,-115.093044,4025.047054,0.772495,1
0,2.833635,114.408884,39.123564,2.154671,-151.495556,182.966919,-38.4446,169.529669,2.494153,1
0,-10.898064,65.781558,21.422004,-2.892525,-80.161043,107.958727,-21.422004,106.948941,0,1
-5.767729,0.609682,51.448837,19.662241,5.158047,-69.282032,87.174117,-19.052559,75.697548,0,1
-1.125833,-6.597382,114.725849,107.683331,-1.920844,-222.45941,335.498241,-114.803792,335.174348,0,1
0,-8.615221,91.836798,20.881605,-4.070319,-97.472891,117.485006,-20.881605,121.71121,2.026499,1
0,-1.590023,66.463986,22.71065,4.638432,-76.000657,98.778858,-22.100968,96.276044,0,1
