@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R40-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

-5.559883,-112.714938,-480.973189,2.608469,-101.203729,-6.685716,5.559883,483.190214,0,-102.866497,1
-9.564385,-183.798303,-1776.304706,2.573828,-169.169402,-6.096819,9.193726,1778.62219,0.342946,-169.827582,1
-1.437602,-853.452447,-3911.057326,14.246118,-840.581577,-7.430498,1.004589,3911.957992,-0.536936,-839.074693,1
-5.490601,-74.317104,-329.193576,2.24647,-64.847982,-4.970986,8.227241,329.193576,-0.536936,-64.328367,1
-5.490601,-74.317104,-329.193576,2.24647,-64.847982,-4.970986,8.227241,329.193576,-0.536936,-64.328367,1
3.204294,-27.972621,-93.530744,8.400446,-25.980762,-3.204294,3.204294,93.530744,0,-25.980762,1
-7.776908,-6.496923,-190.664153,-2.017839,-0.259808,-7.776908,9.993933,193.435434,-1.662769,-4.693858,1
3.256256,-20.039828,-84.87049,7.49978,-19.052559,-3.256256,3.256256,84.87049,0,-19.052559,1
-0.498831,-787.584287,-2171.350854,14.783054,-775.802877,-1.870615,4.558758,2179.096585,-0.498831,-769.706058,1
-4.156922,-77.80199,-1296.80376,-1.091192,-71.516378,-4.070319,4.728499,1296.353427,0,-70.702314,1
-8.313844,-12.664756,-33.047529,-6.041393,-5.403999,-6.651075,9.976613,33.047529,-3.325538,-5.403999,1
-3.287432,-21.205498,-317.834787,-0.289252,-17.081485,-2.667358,2.688143,318.094595,-0.207846,-16.835534,1
-6.027537,-112.718402,-451.476364,2.837099,-101.446216,-7.222652,6.010216,454.472811,0,-102.62401,1
-9.387715,-14.173372,-40.183579,-1.103316,-8.972023,-4.711178,6.270024,40.183579,-1.558846,-8.972023,1
-0.623538,-43.753335,-348.904315,5.267167,-34.156042,3.100371,8.608293,360.647619,0,-37.256413,1
-3.689268,-104.319688,-426.881242,7.71109,-93.045769,-2.199705,5.144191,433.480356,0,-95.990256,1
-8.157959,-60.122948,-180.427733,4.801245,-50.43732,-4.884383,3.256256,185.329436,0,-52.065447,1
-4.867063,-224.752645,-793.60836,62.061112,-165.757262,-1.212436,0,798.475422,0,-164.544827,1
-7.690306,-6.651075,-121.884415,-4.122281,-0.831384,-8.019395,5.144191,120.931787,-0.640859,-3.08305,1
-0.571577,-160.905788,-326.023924,1.428942,-154.845342,-15.397932,3.273576,328.223628,-2.73664,-156.525431,1
0,-22.227408,-39.837169,6.638951,-15.588457,0,0,39.837169,0,-15.588457,1
