@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R53-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

-1.347536,-370.696978,4.603791,-3.027625,-110.12379,-375.855025,-104.546587,0,-0.221703,-102.866497,1
1.468779,-1601.932223,9.515887,-4.83935,-182.357237,-1607.03138,-172.827494,2.546115,-5.026411,-173.430247,1
2.073265,-3057.43687,19.56871,-0.911059,-847.220528,-3077.116431,-839.549275,2.362517,-3.474494,-835.103101,1
-0.491902,-260.384394,6.126264,-6.316789,-75.027245,-262.613543,-69.282032,1.610807,-1.328483,-66.325422,1
-0.484974,-260.384394,6.126264,-6.313325,-75.023781,-262.613543,-69.282032,1.610807,-1.325019,-66.328886,1
-3.590541,-61.967582,5.5824,-3.204294,-23.162715,-67.549981,-25.980762,0,0,-19.185927,1
-0.471118,-188.25487,2.703731,-6.952452,-15.352898,-188.817787,-7.021734,1.7563,-0.284056,-1.29211,1
-3.613058,-61.217604,4.600327,-3.256256,-16.153106,-65.817931,-19.052559,0,0,-12.183245,1
0.680696,-1383.295449,17.552603,2.374642,-768.526532,-1415.281232,-765.498907,8.30172,-5.093961,-767.622401,1
0.424352,-1222.386197,2.260326,-1.150082,-77.422671,-1223.574384,-72.626622,1.162206,-2.206633,-73.785364,1
-0.800207,-29.496825,4.797781,-5.788514,-22.031686,-27.643531,-10.392305,4.988306,-4.125745,-7.066767,1
-0.978609,-300.76023,1.288646,-1.352732,-21.137948,-299.890741,-18.186533,0.8106,-2.915042,-18.110323,1
-1.458387,-341.234794,5.210009,-3.180045,-110.584516,-346.410162,-105.066202,0,-0.166277,-102.561657,1
1.558846,-32.280231,5.166708,-3.152332,-18.39438,-32.73576,-10.56551,4.676537,-3.117691,-9.006664,1
-0.795011,-316.695098,-8.147567,-3.077854,-47.92931,-314.107414,-39.109707,0,1.875811,-39.556576,1
-2.681215,-328.587359,9.647523,-2.480297,-96.861477,-336.854437,-93.18953,3.018965,-3.190438,-93.681432,1
-0.741318,-127.575934,7.316183,0.904131,-56.949831,-131.635861,-53.693575,0,-5.643022,-52.065447,1
-2.849224,-577.143578,57.999453,0.233827,-164.544827,-635.78389,-165.185686,0.640859,-7.075428,-164.544827,1
0.49017,-117.957856,1.813457,-4.338787,-13.652024,-114.315353,-5.663806,1.905256,-2.05248,-4.049535,1
0.73439,-155.851664,12.486354,2.658698,-169.09146,-166.477795,-161.212361,4.70425,0.458993,-149.969619,1
-2.52533,-17.609761,6.638951,-1.262665,-16.851122,-24.248711,-15.588457,0,-1.262665,-14.325792,1
0.183597,-3796.738509,4.641896,0.105655,-117.678996,-3799.925482,-114.639247,0.588897,-2.986056,-112.174539,1
-1.401229,-29.694279,2.618861,-0.701481,-21.484358,-38.804866,-20.78461,-0.699749,3.691,-14.992632,1
-1.385641,-108.812628,-0.975145,-0.133368,-12.908975,-110.851252,-8.660254,0,-0.168009,-4.411533,1
-3.852081,-94.795141,9.127908,-0.678964,-40.938753,-104.26253,-38.4446,2.833635,-0.678964,-37.765636,1
0.183597,-3795.013386,4.634968,0.105655,-117.678996,-3798.193431,-114.639247,0.588897,-2.986056,-112.174539,1
-3.852081,-94.795141,9.127908,-0.678964,-40.938753,-104.26253,-38.4446,2.833635,-0.678964,-37.765636,1
5.130334,-56.736788,3.88499,-3.52992,-26.552339,-60.621778,-12.141676,8.642934,-0.637395,-26.552339,1
-1.219364,-36.373067,1.160474,-0.609682,-19.662241,-43.30127,-19.052559,0,5.158047,-18.442877,1
0.173205,-97.038146,7.543081,0.968216,-108.320725,-119.286339,-103.022382,12.418804,-1.28345,-112.394509,1
-3.561096,-89.096694,3.897114,-5.604916,-23.417327,-84.87049,-17.320508,0,-1.534597,-15.294009,1
-4.267773,-51.703449,-6.774051,-3.658091,-19.662241,-55.425626,-13.804445,0,1.590023,-18.442877,1
0.232095,-137.291007,2.485493,-1.402961,-25.21,-135.25758,-18.742522,0.62527,-4.676537,-16.168694,1
-0.523079,-17.840123,2.944486,-8.365805,-25.391865,-21.307689,-9.183333,0.523079,8.365805,-0.294449,1
-1.177795,-403.384241,12.515799,-3.533384,-54.317113,-408.833273,-54.317113,1.498224,0.320429,-50.4633,1
-3.206026,-39.106243,-1.763228,-11.540655,-19.793877,-32.908965,-5.958255,0,-2.672554,-9.858833,1
-1.51208,-22.272441,1.325019,-0.756906,-21.539784,-30.200038,-20.78461,-0.755174,3.580149,-14.937206,1
-1.408157,-275.198625,8.719144,-0.013856,-140.280527,-280.114185,-133.859815,2.085389,-4.22274,-132.430873,1
-1.806529,-211.83501,3.008572,-2.51667,-109.171162,-216.506351,-104.823715,0,-0.836581,-103.005062,1
-2.126958,-280.022386,2.613665,-2.73664,-214.736195,-284.056332,-206.702943,0.710141,-1.316359,-207.312625,1
-1.342339,-340.857207,5.535634,-7.806353,-52.067179,-340.360108,-51.263508,3.545508,-2.488957,-46.590435,1
-1.162206,-20.786342,1.254005,-0.581969,-21.364847,-28.29305,-20.78461,-0.580237,3.930023,-15.112143,1
-1.231488,-20.786342,1.219364,-0.61661,-21.399488,-28.327691,-20.78461,-0.614878,3.860741,-15.077502,1
0.5404,-114.195842,1.799601,-4.288558,-13.652024,-110.851252,-5.663806,1.905256,-2.002251,-4.049535,1
-2.752229,-519.814428,5.135531,-4.756212,-65.239426,-525.462646,-61.572674,4.565686,-1.408157,-62.73488,1
-4.149994,-1113.079935,6.812156,-9.851905,-230.553283,-1116.59773,-223.985346,1.15701,-6.716893,-221.078965,1
1.699142,-751.320339,4.841082,-5.767729,-28.322495,-747.062958,-20.242478,1.311162,-2.73664,-17.351685,1
0.814064,-152.129487,-2.341733,-3.74123,-21.338866,-151.519805,-12.141676,1.71473,1.437602,-10.704074,1
3.517795,-4927.405687,12.5591,-3.484886,-339.260256,-4935.454527,-332.437708,2.66043,-4.113621,-330.565361,1
0.467654,-1484.455877,7.98995,-6.820816,-76.03703,-1487.564908,-68.530322,2.137351,-3.685804,-66.947228,1
0,-31.609927,8.088677,3.325538,-20.78461,-36.373067,-20.78461,0,-6.651075,-17.459072,1
0.277128,-256.922024,3.699661,-0.221703,-49.623256,-266.236994,-46.21458,4.368232,-4.032214,-47.995128,1
0.441673,-1224.113052,2.265522,-1.167402,-77.422671,-1225.289114,-72.609302,1.144886,-2.189312,-73.785364,1
-1.718194,-81.245307,11.003719,1.839438,-29.78781,-91.098944,-28.294782,5.39707,-4.707714,-31.284302,1
0.252879,-251.718944,4.312807,-0.242487,-49.607667,-261.059894,-46.822529,4.387285,-4.035678,-47.976075,1
-2.559971,-132.602346,-0.966484,-0.672036,-53.832139,-131.635861,-51.961524,0,-4.447906,-51.961524,1
-1.596951,-151.814253,6.909151,-1.771888,-108.850733,-150.89973,-100.389665,1.801333,-4.685197,-101.659258,1
0,-68.170056,4.125745,4.382089,-18.238495,-74.478185,-11.674022,0,-8.764177,-13.856406,1
-2.599808,-238.544965,1.430674,-2.599808,-108.807432,-240.755062,-104.875676,0,-2.599808,-103.29951,1
-2.000519,-278.177752,2.691607,-1.886203,-214.784692,-282.324282,-206.668302,0.727461,-1.886203,-207.281448,1
-0.445137,-301.648772,16.338435,-3.06573,-119.87004,-316.965298,-113.293443,1.02191,1.02191,-111.826396,1
-0.736122,-105.473234,1.596951,-8.854244,-32.255982,-95.337273,-17.441752,1.155278,-3.178313,-18.181337,1
-0.814064,-113.430275,0.88681,-0.575041,-14.533638,-116.963659,-11.329344,2.288039,3.204294,-8.12505,1
1.011518,-140.32556,3.53858,-0.100459,-34.259965,-140.968151,-25.475003,1.84983,-1.867151,-23.036276,1
-0.791547,-256.527117,4.908632,-1.920844,-64.638404,-253.743711,-58.922636,0.656447,-5.662074,-55.046307,1
-3.819172,-153.565357,-0.590629,-3.819172,-61.176035,-150.68842,-57.746574,-1.143154,-3.819172,-57.746574,1
-3.35325,-247.122081,10.866887,0.659911,-80.701443,-256.78346,-79.421458,4.666145,-5.246382,-78.751154,1
-0.866025,-30.650371,1.236684,-8.504369,-17.926726,-24.248711,-2.650038,2.546115,-5.958255,-5.196152,1
-1.998787,-414.460706,2.391962,-10.432142,-125.227273,-411.623606,-112.394509,2.166796,-1.82385,-112.669905,1
-0.521347,-137.197477,11.620329,0,-99.14432,-145.596191,-102.364203,0.173205,0,-101.842855,1
-0.930111,110.665922,135.590133,3.451977,-499.298286,-11.743304,-492.716493,8.746857,-9.676968,-490.55143,1
-1.669697,-213.73507,3.602666,-2.454316,-109.495056,-218.238402,-104.737112,0,-0.601022,-102.75045,1
-2.286307,-273.308957,3.853813,-2.956611,-215.125906,-277.128129,-208.036622,0.762102,-1.415086,-207.14808,1
-0.902398,-168.774495,4.014894,-1.312895,-28.890607,-169.988662,-22.106164,3.573221,-0.516151,-19.329687,1
-1.402961,-270.485714,8.18394,-0.010392,-140.245886,-274.9163,-133.858083,2.083657,-4.184635,-132.465514,1
0.890274,-87.790727,38.631661,-3.994109,-425.980576,-129.695964,-422.72432,0,-0.720533,-424.352448,1
-0.713605,-146.59212,0.961288,-4.390749,-36.191202,-145.634296,-24.789111,0.142028,-0.285788,-26.405115,1
2.476833,-1764.209795,7.245169,-1.754567,-80.403531,-1772.41452,-76.071671,2.870008,-2.847492,-75.565913,1
