@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R47-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

-597.806944,-101.938118,0.554256,3.658091,-103.99233,2.771281,-373.083744,478.014846,-102.627474,-478.49982,1
-1968.624699,-170.232882,0.879882,8.064429,-173.045732,1.974538,-1600.778677,1773.581922,-175.387465,-1774.167355,1
-4775.310842,-825.471166,2.79553,-3.382695,-840.242095,0.057158,-3064.985148,3898.716464,-836.540703,-3908.131892,1
-411.992533,-67.906784,1.091192,3.959468,-71.464416,1.390837,-258.837673,323.841539,-70.355904,-327.108187,1
-411.989069,-67.910248,1.091192,3.966396,-71.464416,1.394301,-258.837673,323.838075,-70.355904,-327.115116,1
-127.911952,-23.602656,3.204294,-3.590541,-32.38935,2.818047,-67.549981,85.130297,-26.367009,-93.144496,1
-209.65609,-6.729017,5.081837,1.208971,-10.901528,5.355501,-182.073181,190.270977,-7.84619,-189.73231,1
-111.422828,-17.708487,3.256256,-3.613058,-25.56507,2.899453,-65.817931,77.37071,-19.409361,-84.513687,1
-2964.084528,-754.7498,1.983198,2.589416,-767.393771,-3.266648,-1401.142501,2168.591697,-770.918494,-2162.600533,1
-1377.297357,-74.046904,-0.292717,3.524723,-72.938392,2.405819,-1220.974576,1296.950984,-74.211449,-1295.064781,1
-51.500799,-14.770929,0,10.839174,-10.392305,0,-22.655225,36.563593,-7.929329,-28.921784,1
-341.293683,-18.811804,0.433013,1.910452,-18.377059,1.184723,-299.436944,317.467593,-18.188266,-315.723417,1
-567.946388,-101.52589,0.588897,3.374035,-104.442664,2.275915,-343.431034,448.164682,-102.572049,-448.805541,1
-60.626974,-11.668826,1.558846,6.270024,-13.683201,1.558846,-29.618069,36.575717,-13.683201,-37.065887,1
-403.7549,-36.731601,1.229756,2.288039,-45.275808,4.118817,-301.792533,354.717077,-49.7878,-348.109303,1
-537.353175,-89.023947,3.781067,3.190438,-97.571618,1.981466,-328.691282,422.452388,-96.580885,-425.053928,1
