@relation 'spambase-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.2 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute 0.272word_freq_your+0.252capital_run_length_longest+0.248word_freq_000+0.236char_freq_$+0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute class {0,1}

@data

0.73167,-0.043021,0.580599,1
1.184956,2.067625,-0.036031,1
1.467435,5.023208,-3.277235,1
0.80526,0.427457,0.583043,1
0.806191,0.426701,0.585091,1
0.49262,-0.48951,0.373364,1
1.025721,1.020638,1.737424,1
0.504395,-0.487483,0.41848,1
1.265801,3.640849,-1.491548,1
0.841138,0.400467,-0.029865,1
0.183055,1.702605,1.677627,1
0.639191,-0.464192,0.472501,1
0.693729,-0.057556,0.576981,1
1.052856,1.032881,1.491406,1
1.281213,1.661085,1.723951,1
0.352049,0.280416,0.158046,1
0.699741,-0.369175,0.893517,1
0.834228,0.530784,-0.511708,1
0.806895,0.404966,0.841718,1
-0.407241,4.037056,0.19416,1
0.0089,-1.225542,-0.700585,1
0.892619,1.06137,-1.04028,1
0.500458,-0.449399,0.345647,1
0.662745,-0.082806,0.986782,1
0.303313,-1.295847,-0.269251,1
0.892545,1.060981,-1.039631,1
0.303313,-1.295847,-0.269251,1
1.023112,0.631767,1.680432,1
0.358265,-0.949788,0.183239,1
1.104119,2.530088,1.147474,1
0.870437,0.170989,1.270983,1
0.722965,0.269525,0.356615,1
0.89063,0.289398,1.439479,1
0.813589,0.799896,1.075997,1
-1.13719,0.514269,0.175811,1
0.751992,0.155404,0.635905,1
0.48684,-0.442807,0.297508,1
1.076853,1.276815,1.154235,1
0.669161,-0.154022,0.557948,1
0.806362,0.291016,0.448934,1
1.276609,1.988871,0.719417,1
0.527375,-0.480099,0.481288,1
0.519319,-0.472908,0.44527,1
0.809779,0.415778,0.860917,1
0.987071,1.188459,0.927264,1
1.209286,2.34795,-0.081609,1
1.157736,1.565689,0.931921,1
1.637891,3.767257,2.235666,1
1.709717,4.398286,-1.980384,1
1.183079,1.961339,0.117271,1
0.852142,0.063406,1.57086,1
1.749332,4.257919,0.742549,1
0.838493,0.388987,-0.028069,1
0.821369,0.633932,0.138458,1
1.718304,4.150808,0.734148,1
0.680964,-0.495213,0.730332,1
0.842418,0.600554,1.122126,1
0.970982,0.552986,1.564652,1
0.739106,-0.094342,0.647401,1
0.83448,0.390322,0.529522,1
0.476964,-0.304974,0.020742,1
0.942654,0.20724,1.502505,1
0.963277,0.612306,1.538121,1
0.856232,0.757781,1.523441,1
0.915138,0.932528,1.436133,1
1.03841,0.904148,1.202994,1
0.425551,0.981497,0.26307,1
0.999728,0.512253,1.690566,1
0.955387,1.950371,1.288855,1
0.365721,-0.455635,-1.77419,1
2.4897,7.474124,2.25124,1
0.675695,-0.108418,0.558585,1
0.753905,0.111358,0.475669,1
0.690751,1.474587,1.316165,1
1.071596,1.257567,1.14526,1
1.153615,1.722564,-0.449058,1
0.760288,0.093676,0.668823,1
1.257949,2.869843,-0.024374,1
0.935563,0.517505,0.794494,1
0.856569,1.012209,1.165705,1
0.767386,-0.406299,0.986382,1
0.651911,0.834821,-0.096658,1
1.043879,1.334869,1.106802,1
1.160994,1.704204,0.711508,1
0.259632,-1.249257,-0.318657,1
0.612837,1.52663,0.578432,1
0.933406,0.732805,1.016525,1
0.776848,0.639601,1.199612,1
0.733016,0.472562,-0.669019,1
-4.950309,-0.506784,-1.234357,1
1.432755,2.846494,1.861419,1
1.724914,4.457193,-1.9868,1
1.680765,4.640209,-2.718996,1
1.680501,4.639101,-2.71864,1
0.861143,4.38676,-1.118859,1
0.78709,0.282913,0.552489,1
0.753916,0.095855,0.635557,1
0.581023,-0.31647,0.322748,1
0.359663,-0.206409,-1.181906,1
1.103297,1.33295,1.023352,1
1.150966,0.74329,2.563637,1
0.630075,-0.016948,-0.956044,1
-0.24086,-2.156943,-2.592012,1
0.630075,-0.016948,-0.956044,1
-0.24086,-2.156943,-2.592012,1
0.630075,-0.016948,-0.956044,1
-0.24086,-2.156943,-2.592012,1
0.491219,-0.417657,-0.982321,1
-0.24086,-2.156943,-2.592012,1
1.012188,0.805231,1.430083,1
0.869987,-0.016388,1.362467,1
0.521471,-0.703202,0.140003,1
0.748034,0.034692,0.498112,1
0.334305,-0.777821,0.178405,1
1.12194,2.834899,-0.2841,1
0.65427,-0.402405,0.606951,1
0.703985,0.12982,-0.162769,1
0.708314,0.125933,-0.150063,1
2.617667,8.035837,2.192619,1
1.377752,2.647976,1.83012,1
0.703985,0.12982,-0.162769,1
0.708314,0.125933,-0.150063,1
1.758152,4.893424,-2.760527,1
0.678275,0.440451,-0.57153,1
0.675762,-0.168848,-0.028301,1
1.292803,3.281659,1.303107,1
0.832294,1.217998,1.624064,1
0.863184,0.141504,1.221418,1
1.198189,1.54672,1.932118,1
1.417098,2.340133,0.491293,1
0.833849,0.90131,0.439239,1
1.000434,0.618395,1.507307,1
0.691922,-0.231786,0.598492,1
0.940774,0.698627,0.573777,1
0.718911,0.710437,-0.837113,1
0.567474,0.444649,0.150504,1
0.567474,0.444649,0.150504,1
1.385111,2.645003,0.365937,1
0.191359,-0.211344,1.061915,1
0.573404,0.198443,0.204048,1
1.385111,2.645003,0.365937,1
0.898108,0.271455,0.728944,1
1.758152,4.893424,-2.760527,1
0.898108,0.271455,0.728944,1
1.127563,1.556543,1.962399,1
0.719429,0.714582,-0.844777,1
1.385111,2.645003,0.365937,1
0.679689,0.592522,-0.374905,1
0.889029,0.648888,0.381346,1
1.656738,3.705502,1.642025,1
1.143653,1.399252,1.447909,1
1.398212,2.708931,1.86874,1
1.032006,0.828355,1.830215,1
0.599441,-0.475578,0.399304,1
0.694095,-0.285644,0.453149,1
1.224656,1.090641,0.972142,1
1.562787,3.678697,0.343108,1
0.785123,0.305206,0.809291,1
0.727181,1.3211,0.985569,1
0.621591,-0.715215,-1.983813,1
0.56507,-0.589495,-1.541504,1
0.861708,4.378976,-1.111706,1
0.919713,0.507427,0.846221,1
0.663364,0.126409,0.347605,1
0.861708,4.378976,-1.111706,1
1.130636,1.900446,1.986614,1
-0.228397,-0.472457,0.794071,1
0.677929,-0.081024,0.53793,1
0.614471,0.428244,-0.439649,1
0.942344,0.481422,1.149451,1
0.501821,1.391787,-0.625036,1
0.865203,0.658735,0.403052,1
0.592877,-0.076193,0.401126,1
0.616591,-0.512721,0.456791,1
1.380799,2.461406,1.458087,1
1.245184,1.822149,1.385344,1
1.442322,3.255604,0.370692,1
0.962432,0.460392,1.315862,1
0.763996,0.181881,0.521614,1
1.245239,1.822298,1.3854,1
1.237511,2.28812,-0.52635,1
1.192379,1.930134,0.171532,1
0.718289,1.331194,1.01858,1
0.989222,0.521321,1.38104,1
0.452955,-1.154108,0.317461,1
0.440612,-1.269099,0.197628,1
0.652692,-0.139137,0.08952,1
1.775209,2.828687,3.270119,1
1.407031,3.3444,1.405442,1
0.863943,0.467836,1.058321,1
1.486046,2.596975,2.363803,1
0.923425,2.831235,2.352589,1
0.801956,0.102157,1.101427,1
0.647704,0.482167,-0.455924,1
0.865203,0.658735,0.403052,1
0.572797,-0.713646,0.239236,1
1.431964,2.350179,1.176932,1
0.865914,0.660665,0.40378,1
1.423442,2.320345,1.16021,1
0.79815,0.836012,0.619859,1
1.412498,2.813623,1.9154,1
0.913738,0.65602,0.661554,1
0.915552,0.670406,0.666806,1
1.232115,1.686441,1.820526,1
0.619755,3.74918,0.519734,1
0.691412,-0.232642,0.601825,1
0.588632,-0.583234,0.436047,1
0.776593,2.182782,2.048959,1
0.795271,0.707391,1.102298,1
1.427048,5.900861,-3.214826,1
1.188639,1.955589,0.175383,1
0.810851,-0.159262,1.323858,1
1.271421,2.18839,0.154616,1
1.432278,2.351623,1.176068,1
0.82119,0.057614,1.453069,1
0.858065,0.340533,1.151405,1
0.532058,-0.292639,-0.701682,1
0.532058,-0.292639,-0.701682,1
1.554434,4.612147,-1.679089,1
0.936024,1.148741,0.005927,1
0.861708,4.378976,-1.111706,1
1.289024,1.692509,1.667017,1
0.996796,1.343642,-0.68144,1
0.94673,0.772414,0.825051,1
1.008977,0.951252,1.18625,1
1.005032,0.942465,1.178205,1
1.057148,1.072965,1.42355,1
0.623725,3.810221,0.536272,1
0.597941,-0.592412,0.551779,1
1.308167,2.604595,1.628442,1
0.834942,1.185814,-0.800864,1
0.691505,-0.241727,0.592632,1
0.68968,0.75667,-0.366805,1
0.528141,-0.324205,0.374135,1
2.051212,5.008626,0.045857,1
0.447775,-1.239495,0.367133,1
0.447775,-1.239495,0.367133,1
0.905133,0.866956,0.052777,1
1.075358,1.351931,0.921186,1
0.792876,-0.12564,-0.326284,1
0.616114,-0.720318,0.666033,1
0.456697,1.112412,-0.567201,1
1.091749,1.413314,0.936163,1
1.461586,2.621921,1.441613,1
1.009109,0.949608,1.19914,1
1.379121,3.042932,1.674935,1
1.091749,1.413314,0.936163,1
-0.157037,0.537756,1.030046,1
0.929385,1.119736,-0.003976,1
0.627884,1.244844,-0.982093,1
-0.414391,-1.478828,-0.07339,1
0.958253,2.349323,-0.539461,1
0.930529,1.005688,-0.265771,1
1.214092,2.371752,0.37989,1
1.201297,2.33527,0.340979,1
0.694787,-0.609419,0.737498,1
1.373814,3.020998,1.656934,1
1.265964,1.85078,1.248909,1
1.089905,1.307503,1.085606,1
1.005334,1.074947,0.417271,1
1.090219,1.306248,1.087288,1
0.627884,1.244844,-0.982093,1
0.749373,0.008018,0.478991,1
0.652877,0.685953,-0.436567,1
0.686912,0.338834,0.824609,1
0.843852,1.017331,-0.379756,1
0.77659,-0.128412,1.062445,1
0.937621,0.528357,0.906535,1
1.200186,2.113914,1.941768,1
0.843852,1.017331,-0.379756,1
0.843852,1.017331,-0.379756,1
0.711944,-0.442104,0.918349,1
0.866714,0.554263,0.388616,1
1.446306,1.80542,3.362683,1
1.151463,1.457503,1.073068,1
0.699306,0.263726,-0.192568,1
0.925783,1.114891,-0.012447,1
1.151463,1.457503,1.073068,1
0.759119,0.435724,-0.500468,1
1.151463,1.457503,1.073068,1
0.838455,1.107033,0.269769,1
0.68767,1.402722,-0.953913,1
0.650523,0.762599,-0.319839,1
1.529308,3.288246,1.28706,1
0.680626,0.137389,0.021455,1
0.910696,1.382388,-0.893085,1
0.4864,-0.798906,0.239306,1
0.633756,-0.399751,0.618381,1
1.158695,1.573143,0.933676,1
1.063891,2.199651,0.76454,1
1.607373,2.736718,2.067055,1
1.339809,3.264891,1.563186,1
0.978961,1.004687,-0.179633,1
0.033283,0.943704,1.215958,1
0.470514,-0.74718,0.128198,1
1.422445,2.542792,0.92976,1
1.029214,1.011359,1.238569,1
1.336792,2.048497,1.833395,1
1.540171,2.953155,0.874314,1
0.961388,0.928271,0.379333,1
1.62426,3.01815,2.202378,1
1.945915,5.383433,3.251423,1
0.979801,0.995281,0.410684,1
1.253434,1.833835,1.377789,1
1.008797,0.950797,1.197647,1
1.194482,1.602708,1.306868,1
0.635015,-0.046406,-0.156946,1
0.68016,0.137767,0.020431,1
0.527379,-0.879253,0.560578,1
0.76538,0.226839,0.763625,1
0.637803,-0.386335,0.633104,1
0.671634,-0.114158,0.516061,1
0.78291,1.209525,-0.724642,1
1.156911,1.567665,0.923103,1
0.825068,0.55461,0.09217,1
0.871202,0.369234,1.261785,1
0.56557,-0.340872,0.13395,1
1.06253,1.038927,1.406912,1
0.961296,0.933938,0.355875,1
0.961333,0.928123,0.379277,1
1.00827,0.946379,1.197861,1
0.046127,-1.303608,-1.553943,1
0.834551,0.400466,0.507195,1
0.346093,-1.519965,0.082706,1
0.046127,-1.303608,-1.553943,1
0.346093,-1.519965,0.082706,1
0.559128,1.247192,-0.741737,1
1.623831,3.723,2.532233,1
0.662571,0.157939,0.769575,1
0.573868,1.179461,-0.754258,1
1.10248,1.186668,1.202574,1
1.062856,1.03986,1.408329,1
0.895931,0.126631,1.260665,1
0.610394,-0.525952,0.683766,1
0.968613,0.909785,0.426889,1
0.524101,0.529643,0.448476,1
1.232091,1.682281,1.483243,1
0.232837,-0.012034,0.408318,1
0.895931,0.126631,1.260665,1
0.750326,0.330001,0.808571,1
1.008167,0.948528,1.195956,1
1.052622,1.003227,1.390114,1
0.895931,0.126631,1.260665,1
1.168855,1.478521,1.232595,1
1.229695,1.687347,1.283063,1
1.28778,8.667309,-15.352845,1
0.232837,-0.012034,0.408318,1
0.449193,-0.493708,-0.868834,1
1.232091,1.682281,1.483243,1
0.232837,-0.012034,0.408318,1
0.524101,0.529643,0.448476,1
-0.098987,-1.641392,-0.584865,1
0.895931,0.126631,1.260665,1
1.008479,0.947339,1.197449,1
1.156837,1.567276,0.923752,1
1.062856,1.03986,1.408329,1
0.696315,0.712803,-0.218709,1
1.122925,0.875552,2.255069,1
0.993084,0.090659,1.989837,1
0.734246,0.754293,-2.960977,1
0.617865,-0.789144,0.382665,1
1.016415,0.622831,1.356542,1
0.915917,0.709517,0.48961,1
1.008479,0.947339,1.197449,1
0.458698,-0.003816,1.029694,1
0.915917,0.709517,0.48961,1
0.871862,0.030512,1.371165,1
0.915745,0.967625,0.496101,1
1.002676,0.905623,1.202083,1
0.651525,-0.376043,0.436074,1
0.734246,0.754293,-2.960977,1
0.659626,-0.277697,0.260629,1
1.72544,8.024276,-16.080096,1
0.698649,-0.288477,0.536086,1
1.506773,2.63721,2.460218,1
0.376866,-1.389708,0.001533,1
1.480071,3.362405,-1.22669,1
0.778774,1.24383,1.462349,1
0.786183,-0.353182,1.419448,1
1.06253,1.038927,1.406912,1
1.586129,3.293662,1.534286,1
1.02292,0.831537,1.09622,1
1.531003,5.231162,-3.335706,1
0.6277,-0.596852,0.675001,1
0.883522,1.053586,-1.095908,1
1.145602,1.522434,0.896477,1
1.14612,1.525154,0.891941,1
1.276103,2.913888,0.041127,1
1.016359,1.084915,-0.049104,1
1.374457,4.954383,-3.315834,1
0.832129,0.526433,0.881545,1
0.048211,-1.36226,-0.589326,1
0.982553,4.486241,-0.394244,1
0.854171,0.348977,0.73491,1
1.276651,2.917035,0.034394,1
-0.362362,-0.573278,-0.578369,1
0.794613,0.117297,1.007123,1
1.016727,0.981653,1.249292,1
1.331477,4.174993,-1.646694,1
0.674785,-0.405987,0.964006,1
1.037679,1.114477,1.888482,1
1.311634,1.793985,1.763224,1
0.655236,-0.507327,0.840672,1
0.324806,1.536141,1.757555,1
0.732844,0.334986,0.110825,1
1.016423,1.085223,-0.049583,1
1.210895,1.706151,1.628895,1
0.609959,0.418,-2.193325,1
0.52354,0.263286,-0.527409,1
0.767731,-0.021321,0.608568,1
1.527904,5.216511,-3.336691,1
0.616002,0.350338,-0.726498,1
0.886979,0.524415,0.481197,1
0.819879,0.896894,-0.294921,1
1.033327,0.777076,-1.426449,1
1.149387,1.425304,1.301051,1
1.269211,3.235882,1.391181,1
0.99137,0.825944,-0.561821,1
0.933663,0.624047,-0.777179,1
1.603649,4.273119,-2.698452,1
0.976892,4.071633,0.809506,1
0.728547,0.393543,-0.124994,1
1.028149,1.004526,1.395936,1
0.86532,0.142702,1.105003,1
1.713394,4.42185,-2.105373,1
0.728547,0.393543,-0.124994,1
0.663157,-0.207193,0.693043,1
1.260869,1.136711,2.437271,1
1.275138,2.147486,1.58242,1
1.053784,0.929485,1.656572,1
0.873208,3.103521,0.260255,1
0.917222,0.021508,1.498421,1
