@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

4.451371,-0.554256,1.108513,-0.554256,-107.335189,94.126569,2.788602,0.554256,-5.559883,475.004542,1
7.444354,-1.693946,0.256344,-2.639645,-174.154245,159.947964,-0.19399,-1.596951,-9.020521,1771.066984,1
6.841601,-0.484974,-0.80194,-0.299645,-840.462066,815.794198,0.289252,-0.980341,-4.013162,3892.960859,1
6.599114,1.091192,0.299645,-0.774227,-69.044741,56.019719,1.390837,-0.536936,-5.270631,323.921214,1
6.599114,1.091192,0.303109,-0.770763,-69.048205,56.019719,1.394301,-0.536936,-5.274095,323.924678,1
3.204294,3.204294,-0.386247,-0.386247,-25.594515,17.580316,2.818047,0,0.386247,87.948344,1
6.668396,1.108513,-0.093531,-1.202043,-7.482459,-6.514243,6.003288,3.419068,-11.008915,190.908372,1
3.256256,3.256256,-0.356802,-0.356802,-18.695756,11.552779,2.899453,0,0.356802,80.270163,1
2.445656,1.797869,0.587165,-3.098639,-774.126252,748.585431,-7.155102,1.446262,-4.588203,2164.75174,1
4.43405,-0.883346,1.610807,-0.32909,-73.440686,68.677547,-0.190526,-0.171473,-4.399409,1293.893915,1
6.651075,-1.662769,0,-1.662769,-10.392305,-0.19399,1.662769,0,-9.976613,34.100616,1
2.442192,0.450333,0.789815,-1.371784,-18.33549,14.703379,-0.110851,0.450333,-3.924827,316.468199,1
4.208883,-0.606218,0.491902,-1.30943,-107.965655,93.776695,2.882133,0.588897,-5.913221,445.511181,1
4.711178,1.558846,1.558846,-1.558846,-10.56551,2.24647,1.558846,0,-7.82887,39.693408,1
8.625613,0.623538,1.676625,-3.25972,-48.19951,31.971926,5.989432,0.623538,-10.943097,350.873656,1
3.671948,3.671948,0.618342,-1.581362,-97.462499,83.244094,2.090585,1.581362,-7.962238,422.71566,1
3.256256,1.628128,0,-4.901704,-53.693575,40.751691,-3.273576,1.628128,-9.786087,177.271936,1
0,0,-1.212436,-3.654627,-165.185686,103.124573,-3.654627,0.640859,-3.654627,735.201874,1
7.361216,1.610807,0.949164,-1.596951,-6.301201,-4.018358,0.342946,0.017321,-8.65679,118.642016,1
6.581793,-2.217025,-3.767211,-4.321467,-164.061585,139.449143,4.996967,0.322161,-11.111106,314.765593,1
0,0,-1.262665,-1.262665,-14.325792,8.949507,-1.262665,0,1.262665,31.935553,1
3.964664,1.525937,0.206114,-2.632717,-114.185449,104.084129,-1.058283,1.491296,-6.493458,3907.064949,1
0,5.092229,-0.699749,0,-25.177091,7.979558,9.48471,5.092229,-4.392481,49.777408,1
2.009179,1.004589,-0.230363,-3.261452,-12.448249,0.673768,2.766085,2.009179,-6.819084,117.322194,1
0,0,-0.339482,-0.339482,-40.599271,28.637728,-2.833635,2.833635,0.339482,131.881813,1
3.964664,1.525937,0.206114,-2.632717,-114.185449,104.091057,-1.058283,1.491296,-6.493458,3905.339826,1
0,0,-0.339482,-0.339482,-40.599271,28.637728,-2.833635,2.833635,0.339482,131.881813,1
5.767729,0,2.875204,0,-20.78461,10.494496,0,-5.767729,-5.767729,82.651732,1
0,0,-0.609682,-0.609682,-24.210606,12.124356,5.158047,0,0.609682,54.815944,1
4.503332,0,0.330822,-5.298343,-122.561647,104.032168,-8.710484,0,-4.834154,228.152661,1
8.123318,-2.026499,0,-2.026499,-17.320508,3.765478,0,2.026499,-6.096819,98.785786,1
5.248114,0,4.638432,4.638432,-18.442877,12.281972,4.638432,0,0.609682,67.097916,1
6.079498,1.870615,-0.077942,-5.222133,-19.599887,7.759588,-0.545596,2.963539,-13.951669,151.977066,1
8.365805,0,0,0,-17.549139,-11.015843,8.365805,0.523079,-8.365805,25.977298,1
2.355589,2.355589,0,0,-48.428141,40.62352,2.355589,1.498224,-4.711178,450.634587,1
13.30215,0,3.900578,3.900578,-5.424783,-3.2857,-0.533472,0,-8.334628,37.957893,1
0,5.092229,-0.755174,0,-25.121665,9.2734,9.429285,5.092229,-4.337055,42.300145,1
6.720357,0.848705,0.691088,-5.197884,-136.213672,117.275428,-1.820385,3.782799,-10.806265,403.159074,1
3.360179,-0.848705,0.69282,-0.987269,-107.196624,96.076858,2.355589,0.831384,-4.901704,316.653529,1
6.47787,0,2.757425,0.592361,-209.443048,197.867752,0.575041,1.420282,-6.360091,486.846573,1
9.023985,1.056551,-0.60795,-2.738372,-52.231724,43.505652,2.544383,-6.535028,-2.561703,387.840817,1
0,5.092229,-0.580237,0,-25.296602,9.344414,9.604222,5.092229,-4.511992,40.988982,1
0,5.092229,-0.614878,0,-25.261961,9.379055,9.569581,5.092229,-4.477351,40.954341,1
7.361216,1.299038,0.949164,-1.596951,-6.301201,-3.954272,0.342946,0.017321,-8.65679,115.242,1
7.00961,-0.254611,0.323894,-3.024161,-69.806844,54.89735,-1.927773,0.316965,-3.476226,586.609235,1
12.522727,-0.259808,1.385641,-1.229756,-223.032718,207.636519,-2.009179,-3.536848,-5.837011,1330.355316,1
9.422356,1.887935,-1.129297,-3.519527,-20.775949,6.074302,1.468779,2.385034,-12.276776,761.250186,1
9.456997,-4.295486,0.277128,-5.750409,-17.597636,4.437514,8.85078,-0.848705,-8.885421,158.832523,1
7.868707,-3.244131,-1.047891,-2.532258,-333.958448,316.825002,1.965878,-0.382783,-8.980683,5251.604029,1
7.697234,-1.860223,0.079674,-1.202043,-68.513002,56.65365,2.002251,-2.296699,-6.505583,1548.081031,1
3.325538,0,0,-6.651075,-20.78461,12.695932,0,3.325538,-13.30215,52.394537,1
8.1926,0,-0.207846,-3.983717,-55.498372,41.285163,-2.113102,-1.312895,-4.884383,303.635435,1
4.43405,-0.883346,1.610807,-0.311769,-73.423366,68.67235,-0.173205,-0.188794,-4.382089,1295.63809,1
0,-2.182384,-0.342946,-4.707714,-32.316604,27.170681,-0.342946,1.032302,-1.839438,113.679691,1
7.603703,0,-0.833116,-4.626308,-56.156551,41.259182,-2.132155,-1.328483,-4.899972,298.444478,1
1.870615,0,0,-3.75855,-53.832139,46.626808,-1.887935,0,-5.629165,180.133284,1
8.246294,-1.906988,1.375248,-5.636093,-101.870568,88.409069,-4.046071,0.21131,-9.533208,246.495079,1
6.564473,-4.382089,2.182384,-6.581793,-11.674022,3.166189,-8.764177,0,-13.146266,82.026462,1
3.135012,0,0.779423,-1.576166,-107.231265,96.913439,1.558846,0.779423,-5.490601,341.600256,1
6.547152,0,2.79553,-0.114315,-209.463832,197.840039,-0.114315,1.454923,-7.160298,485.142235,1
3.06573,-1.02191,0.576773,-0.445137,-115.914036,95.356325,2.620593,0,-2.620593,415.964126,1
13.509996,0,0.739586,-2.857884,-19.393773,3.393088,-2.984324,1.229756,-16.293402,112.397973,1
4.137869,0.677232,2.407551,0.239023,-15.467214,5.866456,4.815101,0.119512,-3.204294,126.489938,1
5.334716,1.177795,0.588897,-5.317396,-28.41949,14.079841,1.160474,2.438728,-12.418804,163.160918,1
7.932793,1.247077,-0.517883,-5.731356,-57.781215,47.572507,-1.158742,1.903524,-14.083305,308.457464,1
5.715768,0,1.143154,-3.429461,-60.032881,47.65911,2.286307,0,-4.572614,204.063298,1
2.511474,4.226204,0.704945,-2.672554,-81.789171,72.157237,0.687624,2.206633,-8.291327,328.644516,1
10.184459,-2.546115,2.546115,-2.546115,-5.196152,-7.091016,-2.546115,0,-12.730573,27.342154,1
12.124356,-2.546115,0.883346,-1.870615,-116.897841,96.433661,1.939897,0.521347,-12.055074,517.389557,1
0,3.39482,-3.742962,-0.348142,-102.016061,97.70845,-0.348142,0.173205,0.348142,232.42563,1
15.32865,2.182384,4.382089,-15.32865,-497.098582,354.013865,-4.382089,0,-8.764177,376.721051,1
3.689268,0,0.767299,-1.068675,-107.340385,95.158871,2.603272,0.917987,-5.374554,317.85384,1
5.421319,0,1.415086,-0.905863,-210.975913,197.490165,0.618342,1.524205,-6.836405,479.913174,1
5.577204,-0.796743,0,-2.39023,-25.293138,13.205155,3.186973,1.979734,-8.764177,185.608297,1
6.668396,0.831384,0.691088,-5.145923,-136.21194,117.883378,-1.820385,3.746426,-10.702342,398.486001,1
3.256256,0,-1.628128,0,-427.626024,378.453101,4.901704,0,-3.256256,501.636555,1
10.23642,0,1.758032,0.736122,-25.525233,15.493194,-1.307698,1.163938,-8.928722,168.750246,1
6.969772,-1.652376,-0.476314,-2.547847,-77.767349,63.297797,0.528275,-1.349268,-6.590453,1839.874434,1
5.733088,2.892525,-0.727461,-1.420282,-27.782095,17.666918,3.949076,2.909845,-8.660254,299.904597,1
9.110587,0,0,0,-18.356274,-12.446517,9.110587,0.585433,-9.110587,13.849478,1
9.612882,0,0,-1.922576,-50.229473,33.565413,-1.922576,0,-11.535458,190.402613,1
6.20767,-0.855633,0.982073,-4.311074,-484.761184,470.878797,-2.707195,-0.374123,-7.598507,891.166121,1
6.270024,0,-0.213042,1.034034,-17.436555,8.703555,8.568455,-2.511474,0.213042,101.553603,1
6.651075,2.217025,-0.313501,-2.530526,-15.274956,5.835279,4.120549,2.217025,-8.554599,66.62853,1
0,0,-0.48151,-0.48151,-46.283862,37.879951,-0.48151,0,0.48151,195.015065,1
5.629165,4.052999,0.673768,-1.751103,-113.523806,102.017793,3.895382,-1.222828,-3.912703,362.007279,1
5.317396,1.333679,0.446869,-4.853206,-35.19354,25.57373,0.429549,0.781155,-10.423482,270.930851,1
9.595561,0,-0.46419,-5.93747,-50.042412,29.193716,0.904131,1.36832,-9.131372,179.989524,1
2.805922,1.264397,0.853901,-1.413353,-249.134724,239.816291,-1.137957,0.632199,-3.417336,1456.594107,1
0,15.744342,-1.997055,13.747287,-22.095772,17.511034,-1.997055,0,17.741396,57.239083,1
13.596599,2.909845,3.446781,-6.252703,-241.660925,219.305345,2.476833,3.486618,-13.163586,326.39285,1
7.931061,-3.289164,-1.032302,-2.603272,-333.901291,316.43529,1.998787,-0.323894,-9.169477,5247.699987,1
7.737071,-2.419675,-0.597558,-2.85442,-1320.943352,1300.614272,2.208365,-0.833116,-9.621542,4233.887348,1
7.737071,-2.419675,-0.597558,-2.85442,-1320.94162,1300.614272,2.208365,-0.834848,-9.621542,4233.88908,1
11.189048,-7.188011,-3.245863,-4.85667,-20.557711,7.707626,-7.264221,-3.372303,-7.943185,166.108869,1
4.035678,0,0.796743,0.796743,-57.053754,45.126852,2.424871,-0.814064,-3.238935,152.184912,1
4.867063,-0.606218,1.001125,-1.423746,-107.86866,94.485104,1.001125,1.212436,-6.474406,535.61766,1
2.979127,0,0.49017,-0.999393,-106.890051,97.064127,1.979734,0.744782,-4.21408,379.393605,1
2.095781,0,-1.936433,-1.577898,-29.586892,20.264994,1.181259,0.717069,-1.198579,320.403419,1
8.608293,-0.710141,2.03516,-0.112583,-32.25425,18.106859,2.017839,0.912791,-8.495709,191.654886,1
