@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R22-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

0.8106,1.108513,-3.897114,-1.662769,-479.830035,373.62068,-587.165224,379.75214,1.441066,-5.712304,1
-4.098032,2.147743,-7.63488,-6.737678,-1783.891088,1605.853586,-1959.863986,1610.332669,3.360179,-7.506708,1
-1.202043,-2.580756,-4.804709,-1.680089,-3915.699222,3073.662722,-4747.499302,3073.865372,-1.754567,-15.474142,1
-0.836581,-1.091192,-7.136049,-6.044857,-333.004088,262.630864,-404.520466,267.364559,1.69741,-7.217456,1
-0.840045,-1.091192,-7.136049,-6.044857,-333.004088,262.630864,-404.520466,267.368023,1.69741,-7.217456,1
0,-3.204294,-3.204294,0,-96.735038,70.754275,-116.307212,70.368028,-6.022341,-8.786694,1
-2.487225,-2.217025,-12.304489,-7.776908,-191.218409,188.17,-207.032033,196.407633,0.381051,-4.272969,1
0,-3.256256,-3.256256,0,-88.126745,69.074186,-100.666793,68.717384,-6.155709,-7.856582,1
-4.002769,0.814064,-4.113621,-8.244562,-2179.300967,1406.148128,-2955.956013,1414.221216,-7.517101,-14.048664,1
-1.915648,0.727461,-3.587077,-3.516063,-1298.83026,1222.620024,-1372.14797,1225.685754,2.088853,-2.345197,1
2.462976,3.325538,-6.651075,-4.988306,-38.035836,27.643531,-51.753678,30.969068,0.862561,-1.472243,1
-0.168009,0.637395,-2.875204,-2.480297,-319.355528,299.852636,-338.893061,300.451925,0.071014,-1.118905,1
0.772495,1.212436,-4.815101,-1.801333,-450.263928,344.002611,-558.343898,349.915832,1.766692,-5.781586,1
-1.558846,0,-6.270024,-4.711178,-44.860116,32.73576,-60.136804,32.770401,0.034641,-3.607862,1
-5.530438,3.706589,-5.542563,-15.432573,-348.246135,314.107414,-397.921353,317.620013,2.05248,-12.844889,1
-0.48151,2.927166,-4.525849,-8.071357,-433.463035,336.745318,-532.415098,335.908737,-3.063998,-10.283186,1
-4.160386,3.273576,-4.884383,-3.256256,-185.329436,131.635861,-242.279267,129.990413,0.88681,-7.316183,1
-1.446262,3.654627,-0.640859,0,-798.475422,633.930596,-961.807813,630.275968,-3.4208,-57.358595,1
-0.805404,-0.969948,-6.425908,-4.815101,-121.226236,113.986264,-131.722464,116.598196,3.701393,-2.454316,1
1.203775,2.771281,-9.086339,-0.502295,-321.018297,163.453635,-475.932921,164.588128,1.472243,-5.062785,1
1.262665,0,0,0,-39.837169,24.248711,-55.425626,22.986046,0,-6.638951,1
