@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R23-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}

@data

1.108513,106.763612,-588.052034,1.108513,1.995323,0.554256,-1.662769,3.716981,7.614095,9.848441,1
2.861348,176.942846,-1954.179395,-1.15701,5.816227,-2.161599,-4.870527,5.86126,10.915384,14.001899,1
-1.24188,841.632932,-4750.559836,-0.064086,0.086603,-0.197454,1.588291,16.161766,17.393254,19.279458,1
1.311162,70.655549,-399.629155,0.237291,6.361823,-1.645448,-3.493546,3.9612,5.334716,11.09725,1
1.307698,70.659013,-399.636083,0.233827,6.365287,-1.645448,-3.490082,3.9612,5.338181,11.09725,1
0.386247,25.594515,-119.125258,0.386247,0,-3.204294,-3.590541,1.991858,4.809905,5.196152,1
2.310556,9.051698,-201.001032,5.081837,7.399321,-1.7563,-6.19035,1.231488,2.340001,9.562653,1
0.356802,18.695756,-103.566246,0.356802,0,-3.256256,-3.613058,0.987269,3.886722,4.243524,1
-3.774139,772.406326,-2947.075789,1.006322,2.781674,-3.836493,-6.843333,11.559707,15.979901,12.373771,1
2.234346,75.430813,-1371.065439,-0.450333,2.000519,0.517883,-0.190526,1.868883,5.213473,4.553562,1
1.662769,13.717842,-47.627933,0,9.176405,-6.651075,-3.325538,-1.053087,-2.715856,7.260757,1
0.88681,18.733862,-336.525348,0.488438,0.860829,-1.784012,-0.959556,0.81926,2.679483,3.296093,1
0.685892,106.753219,-558.669524,1.274789,2.258594,-0.017321,-2.504545,3.443317,7.555206,10.077072,1
1.558846,12.124356,-55.425626,0,6.270024,-4.676537,-3.117691,2.049016,2.049016,6.760194,1
3.242399,51.247919,-395.844624,9.460462,5.565079,4.936345,-5.095693,-2.12869,3.219882,7.76132,1
0.109119,95.881137,-525.334474,4.508528,1.844634,-2.308824,-0.12644,6.129728,8.329432,11.291239,1
0,52.065447,-238.281694,1.628128,2.514938,-6.529832,-4.901704,3.155797,8.0575,11.313756,1
0,165.757262,-958.95859,-1.212436,-5.274095,-3.08305,-3.654627,57.765626,62.061112,60.207818,1
2.549579,4.690394,-127.397533,1.285182,4.667877,-2.563435,-0.332554,1.004589,2.923702,8.383126,1
1.03057,159.859629,-482.192553,3.784531,2.353857,-7.492852,0.077942,0.552524,8.642934,11.585688,1
1.262665,14.325792,-52.900296,1.262665,-1.262665,0,-1.262665,6.638951,5.376286,6.638951,1
0.767299,113.967211,-4026.55567,1.297306,2.819779,-3.029357,-3.275308,0.47285,5.036804,7.556938,1
0,20.084861,-77.57336,10.184459,-1.401229,0,-0.699749,8.412571,7.013074,8.412571,1
1.234952,9.434481,-128.795298,4.248721,0.853901,-2.026499,-4.266041,-3.081318,2.733176,3.968128,1
0.339482,35.271483,-181.269509,0.339482,1.475707,-0.339482,2.154671,9.46739,11.961543,6.973237,1
0.767299,113.967211,-4024.823619,1.297306,2.819779,-3.029357,-3.275308,0.465922,5.029876,7.550009,1
0.339482,35.271483,-181.269509,0.339482,1.475707,-0.339482,2.154671,9.46739,11.961543,6.973237,1
0,20.78461,-101.553603,0,5.130334,0,2.875204,4.522385,10.290114,7.41491,1
0.609682,24.210606,-80.187024,6.377411,-0.609682,5.767729,-0.609682,6.928203,6.318521,6.928203,1
-7.120461,115.772008,-336.79728,5.298343,2.094049,-1.125833,-4.17251,4.654021,2.733176,-1.009786,1
2.026499,17.320508,-120.003408,2.026499,6.588721,2.026499,0,5.431711,5.431711,11.52853,1
5.857796,23.690991,-89.26297,5.857796,-3.658091,10.496228,4.638432,6.770587,6.160905,6.770587,1
1.480903,17.571655,-172.969522,3.819172,5.921882,-6.704769,-6.157441,-2.268987,4.825494,8.019395,1
0,8.660254,-45.947844,0,7.842726,-0.523079,0,-5.421319,3.467566,11.310292,1
-0.320429,56.672702,-508.045143,-2.355589,2.03516,0.320429,0,2.773013,4.591667,11.017575,1
4.967522,9.858833,-50.487549,0.533472,6.195546,4.43405,3.900578,4.809905,4.276433,13.678005,1
0,20.029436,-68.746829,10.184459,-1.51208,0,-0.755174,7.174154,5.663806,7.174154,1
2.65177,134.942346,-548.483333,4.34918,2.941022,-2.986056,-3.535116,6.877974,10.520477,12.801588,1
1.818653,107.196624,-427.69011,1.801333,0.860829,0.831384,-2.667358,2.840563,6.910883,7.898152,1
2.992984,209.460368,-703.943553,1.538061,3.013768,1.420282,0.592361,3.777603,7.97263,9.562653,1
3.257988,56.099394,-443.119218,-6.268292,3.024161,-2.506278,-5.38841,-2.646574,9.782623,6.879706,1
0,20.204373,-67.539589,10.184459,-1.162206,0,-0.580237,6.928203,5.767729,6.928203,1
0,20.169732,-67.435666,10.184459,-1.231488,0,-0.614878,6.928203,5.698447,6.928203,1
2.861348,5.002163,-123.983661,1.285182,4.718106,-2.251666,-0.644323,0.940504,3.171385,8.31904,1
-2.57556,67.492824,-651.836537,3.278772,2.132155,-0.767299,-2.828439,4.615915,0.949164,5.516582,1
3.031089,228.388219,-1562.680487,-2.442192,6.20767,-1.434138,-6.443229,3.691,10.425214,16.750663,1
1.319823,20.469376,-786.05835,1.856758,6.413784,-3.025893,-2.809386,1.945093,4.014894,9.722001,1
7.447818,28.734723,-175.785836,9.21451,6.599114,8.590972,-10.045895,0.8106,3.668484,8.570187,1
3.039749,336.771299,-5595.67419,-1.896596,3.202562,-0.950896,-5.603184,5.544295,14.587332,15.174497,1
1.919112,72.427437,-1623.638283,-1.735515,6.810424,-1.704338,-4.735427,5.814495,7.962238,13.054467,1
0,20.78461,-77.942286,3.325538,3.325538,-6.651075,-9.976613,1.437602,8.088677,8.088677,1
-1.71473,59.340061,-360.994029,-2.355589,-0.190526,1.312895,-3.966396,-0.045033,6.661467,1.825582,1
2.234346,75.430813,-1372.81481,-0.450333,2.017839,0.552524,-0.173205,1.891399,5.201349,4.558758,1
0.342946,29.101918,-149.420559,0.342946,0.807136,-3.214686,-2.52533,6.638951,16.057843,2.274183,1
-2.353857,59.37297,-355.790949,-2.353857,-0.178401,0.687624,-4.626308,-0.071014,6.670128,1.834242,1
0,53.832139,-232.998939,1.870615,-0.689356,-1.887935,-3.75855,-0.294449,3.464102,5.334716,1
2.121762,103.566246,-353.473465,2.121762,5.16844,-2.029964,-4.046071,3.928291,5.32086,12.086251,1
6.564473,18.238495,-102.190998,0,4.382089,-2.199705,-10.963882,-2.456048,10.690218,10.690218,1
0.779423,106.434522,-451.041619,1.558846,-0.244219,-0.796743,-2.355589,1.657573,5.589328,7.165494,1
3.024161,209.463832,-702.389904,1.569238,3.206026,0.727461,-0.114315,3.008572,7.986486,9.555724,1
0.445137,114.892126,-547.194687,0.445137,4.08764,0,-1.467047,13.849478,14.426251,16.915208,1
0.814064,17.349953,-133.821709,1.195115,13.224208,-2.459512,-1.304234,-1.032302,3.720445,14.105822,1
2.288039,17.874764,-144.55696,3.084782,1.610807,1.491296,-3.204294,-1.50342,3.19217,2.497617,1
-0.588897,24.802968,-193.858055,2.355589,6.346234,-5.400534,-4.728499,-5.229061,0.76037,6.600846,1
1.349268,59.203229,-370.490864,1.557114,6.619898,-6.493458,-7.186279,-2.66043,4.14653,9.238759,1
1.143154,62.319188,-264.648703,5.715768,-0.389711,1.143154,-2.286307,5.51485,2.085389,11.230617,1
0.12644,81.245307,-415.768404,3.486618,-0.698016,-4.735427,-0.992465,3.325538,7.10314,8.417767,1
2.546115,7.742267,-33.774991,0,11.864548,-2.546115,-5.092229,-0.443405,2.10271,9.741054,1
3.342858,119.459544,-636.521744,4.43405,9.779159,1.08946,-4.43405,4.614183,7.664325,16.842462,1
0.348142,105.237675,-345.888814,-3.046677,-6.962844,6.616434,3.046677,4.482547,7.70243,4.482547,1
0,501.46335,-998.463205,8.764177,5.634361,-8.746857,-10.91192,123.40862,114.627122,132.155477,1
1.068675,106.422398,-429.714877,1.986662,1.252273,0,-1.986662,3.135012,6.656271,8.660254,1
1.667965,209.451708,-697.063848,1.650644,3.244131,-0.017321,-0.905863,3.566293,8.064429,9.784355,1
1.593487,25.703634,-214.530081,1.593487,3.878062,-1.182991,-0.796743,0.547328,5.714036,5.327788,1
2.634449,134.959667,-543.292377,4.297218,2.911577,-2.932362,-3.483154,6.373947,9.997397,12.228279,1
0,432.510407,-972.778623,1.645448,-2.365981,6.529832,-1.628128,45.899346,44.271219,44.271219,1
4.373428,27.427025,-201.226199,0.285788,6.742874,1.901792,-0.285788,0.961288,4.905168,10.175798,1
2.445656,82.038587,-1922.566004,0.025981,3.439853,0.995929,-5.291415,2.376374,10.283186,11.296435,1
0.32909,24.88957,-329.571164,3.602666,4.828958,-4.676537,-1.818653,2.840563,2.113102,4.347448,1
0,8.660254,-34.505916,0,8.525154,-0.585433,0,-6.224991,3.47103,11.996184,1
0,50.229473,-245.204701,0,7.134317,-1.922576,-1.922576,5.128602,7.051179,16.664061,1
1.027106,485.973619,-1382.955967,2.256862,5.028143,-2.968735,-4.369964,6.28388,7.248633,14.095429,1
0.213042,23.689259,-119.688175,1.49476,0.407032,7.534421,-2.724516,0.129904,1.181259,3.905775,1
2.530526,17.491981,-88.499136,2.530526,0.96302,0,-0.313501,3.102103,7.222652,5.319128,1
0.48151,46.283862,-249.221327,0.48151,-1.44453,0,-0.48151,8.885421,8.403911,8.885421,1
0.122976,116.340121,-478.295438,2.547847,-0.562917,-1.184723,-3.361911,0.744782,6.656271,8.036716,1
2.185848,33.754206,-308.540603,2.203169,4.447906,-5.423051,-4.195027,-1.567506,6.259632,6.417248,1
-0.904131,44.569131,-233.539339,4.56915,7.763052,-1.36832,-1.83251,3.507403,3.043213,13.102964,1
1.205507,249.68032,-1712.707264,0.737854,1.643716,-1.325019,-2.038624,2.655234,6.633755,7.556938,1
1.997055,37.840114,-119.402387,-13.747287,0,0,-1.997055,6.581793,4.584738,6.581793,1
3.342858,240.114203,-575.619373,9.162549,4.354376,-3.486618,-0.433013,11.525066,5.849136,18.332026,1
3.069194,336.717605,-5592.113094,-1.867151,3.280504,-1.061747,-5.674198,5.871652,14.954527,15.605778,1
2.05248,1322.290888,-5566.222398,-0.822724,4.217544,-2.197972,-5.11821,8.105998,16.587851,19.225764,1
2.05248,1322.290888,-5566.225862,-0.822724,4.221008,-2.19624,-5.11821,8.105998,16.586119,19.225764,1
0.838313,26.302924,-191.826359,-1.534597,0.840045,-0.646055,-2.44912,5.092229,8.052304,13.891047,1
0.796743,57.833176,-216.263864,-0.796743,3.238935,3.204294,-0.017321,0.59929,4.634968,5.483673,1
2.029964,107.262442,-647.170392,2.636181,2.036892,1.212436,-2.029964,3.271844,7.910276,9.351342,1
0.999393,106.14527,-490.130541,1.744175,0.959556,0,-1.744175,2.632717,5.357233,7.101408,1
-0.178401,30.626122,-358.83243,0.538668,1.898328,-0.339482,-2.992984,7.764784,6.886634,7.782104,1
2.260326,33.506523,-230.66933,0.822724,5.459424,0.507491,-0.112583,2.625789,8.414303,13.381825,1
0,2.73664,-56.499497,12.26292,7.932793,-4.901704,-1.229756,-0.445137,1.997055,9.375591,1
0.781155,228.788323,-731.183516,0.164545,0.630466,3.81744,1.889667,15.837873,18.548532,19.215372,1
0.530008,37.046835,-148.713882,0.530008,-8.416035,5.767729,4.709446,3.75855,7.939721,9.526279,1
0.781155,228.788323,-731.183516,0.164545,0.630466,3.81744,1.889667,15.837873,18.548532,19.215372,1
0.530008,37.046835,-148.713882,0.530008,-8.416035,5.767729,4.709446,3.75855,7.939721,9.526279,1
0.781155,228.788323,-731.183516,0.164545,0.630466,3.81744,1.889667,15.837873,18.548532,19.215372,1
0.530008,37.046835,-148.713882,0.530008,-8.416035,5.767729,4.709446,3.75855,7.939721,9.526279,1
-0.400104,40.441654,-327.889342,0.200918,-1.401229,3.337662,0.968216,8.064429,11.403823,9.432749,1
0.530008,37.046835,-148.713882,0.530008,-8.416035,5.767729,4.709446,3.75855,7.939721,9.526279,1
3.39482,107.317868,-232.094808,0,10.184459,-3.39482,-6.789639,7.285006,10.679825,14.074645,1
0,16.385201,-71.175164,4.260845,-3.303021,4.260845,4.260845,2.225685,2.225685,-2.03516,1
0.254611,46.51076,-162.558164,0.254611,4.122281,-1.36832,-0.254611,5.045464,6.159173,7.799425,1
1.974538,136.832014,-503.30452,0.658179,2.326144,-0.408764,0.658179,4.01143,7.608899,7.960506,1
0.632199,8.114658,-145.674133,2.277647,1.645448,-3.290897,-2.277647,-0.315233,1.51208,3.789727,1
-0.517883,69.49161,-943.105129,-0.450333,9.339218,-5.594524,-11.758893,6.488262,1.099852,9.761838,1
1.922576,31.869735,-285.577073,1.922576,2.594612,-0.883346,-0.155885,0.765566,4.143066,5.182296,1
0.424352,166.631948,-1185.039718,-0.35507,2.213561,-0.204382,-1.117173,2.113102,5.617041,6.010216,1
0.408764,166.647536,-1176.395052,-0.370659,2.213561,-0.204382,-1.101584,2.12869,5.648218,6.025805,1
0,530.977496,-1059.076323,8.8681,5.712304,-11.085125,-13.30215,173.388678,166.737603,184.473803,1
2.334804,240.100347,-577.228448,9.124444,4.193295,-4.470423,-1.399497,11.336273,5.660342,18.125912,1
0.424352,166.631948,-1185.039718,-0.35507,2.213561,-0.204382,-1.117173,2.113102,5.617041,6.010216,1
0.408764,166.647536,-1176.395052,-0.370659,2.213561,-0.204382,-1.101584,2.12869,5.648218,6.025805,1
2.244738,1031.302888,-5204.876763,-0.820992,2.847492,-3.076122,-5.000431,8.213385,17.72754,18.484446,1
0.554256,257.798442,-1959.824149,0.277128,0.597558,-0.957824,-0.277128,8.225509,9.098463,9.61115,1
-0.079674,84.333554,-565.663545,0.457261,-1.254005,-2.151207,-0.536936,2.535722,4.070319,2.535722,1
1.472243,178.955489,-1310.9754,2.355589,2.480297,-4.700786,-10.2191,3.857277,8.523422,12.846621,1
3.635575,90.761194,-376.987786,1.903524,8.284399,-5.556419,-5.402266,0.668572,8.703555,12.89685,1
2.06114,59.218817,-351.888638,0,7.504976,0,-3.100371,14.237458,20.403559,24.54316,1
1.385641,23.209481,-219.07325,3.464102,6.031001,-5.909757,-6.928203,-0.280592,1.472243,12.190174,1
4.295486,585.952788,-1357.721719,-0.710141,8.852512,1.162206,-7.17069,51.376091,60.935279,66.462254,1
1.176062,132.607542,-628.845294,3.1506,7.210528,-4.259113,-1.834242,6.517707,6.309861,11.124962,1
0,22.17025,-185.119858,0.69282,6.718625,-4.156922,-4.156922,-0.729193,4.120549,8.970291,1
2.114834,31.76408,-282.06967,2.114834,4.787388,-0.969948,-0.174937,2.147743,3.912703,7.014806,1
3.921363,41.250522,-342.362359,0.318697,0.843509,-0.284056,-0.301377,2.461244,6.029269,4.660949,1
0.372391,45.128584,-175.62822,-4.009698,-3.318609,3.635575,1.809993,6.928203,9.48471,0.363731,1
1.226292,57.178461,-1317.990206,1.919112,0.138564,1.091192,-2.248202,2.334804,3.41214,4.707714,1
1.226292,57.178461,-1317.990206,1.919112,0.138564,1.091192,-2.248202,2.334804,3.41214,4.707714,1
2.39023,39.715925,-561.667704,-0.484974,0.015588,1.366588,-0.6755,9.973149,12.520995,12.294097,1
0,3.464102,-22.51666,10.323023,0,2.580756,-2.580756,-8.417767,-0.6755,1.905256,1
3.576685,19.754039,-137.845264,4.996967,2.857884,0,-4.996967,0.223435,5.203081,5.921882,1
2.39023,39.715925,-561.667704,-0.484974,0.015588,1.366588,-0.6755,9.973149,12.520995,12.294097,1
2.73664,39.837169,-100.741271,-2.73664,1.286914,-0.483242,2.73664,5.66727,8.887153,5.66727,1
2.244738,1031.302888,-5204.876763,-0.820992,2.847492,-3.076122,-5.000431,8.213385,17.72754,18.484446,1
2.73664,39.837169,-100.741271,-2.73664,1.286914,-0.483242,2.73664,5.66727,8.887153,5.66727,1
4.78046,10.652112,-31.947677,4.797781,5.966915,7.188011,-2.39023,-7.550009,4.435782,9.250883,1
0.372391,48.592685,-180.824372,-4.009698,-3.318609,3.635575,1.809993,7.407981,9.964488,0.843509,1
2.39023,39.715925,-561.667704,-0.484974,0.015588,1.366588,-0.6755,9.973149,12.520995,12.294097,1
0.744782,228.873194,-1962.12258,0.502295,0.453797,-0.864293,0.225167,7.64354,8.168352,9.410232,1
6.379143,61.650616,-273.118432,-3.025893,0.919719,1.028838,-1.465315,2.549579,9.95756,6.308129,1
-0.398372,37.672105,-257.285755,0.069282,3.973325,-5.838743,-11.795266,-5.166708,1.520741,5.641289,1
2.701999,33.584465,-231.261692,0.6755,4.969254,-1.351,-2.026499,1.179527,5.908025,9.978345,1
2.367713,240.102079,-568.291066,9.209314,3.983717,-4.486012,-1.415086,11.821247,6.093355,18.680168,1
1.160474,0.519615,-63.167893,5.837011,6.668396,-5.854332,-1.177795,-0.495367,0.682428,11.178656,1
1.255737,27.530948,-233.549731,2.329608,1.394301,-1.073872,-1.255737,2.447388,2.265522,5.669002,1
3.013768,32.233466,-384.14462,1.247077,3.803584,1.177795,1.645448,1.950289,3.00684,6.037929,1
0,19.052559,-76.625928,8.244562,8.244562,4.122281,-4.122281,-8.253222,12.358183,12.358183,1
-2.268987,322.16145,-825.782935,2.268987,4.132673,-11.564903,-9.093267,74.911197,79.669141,84.004464,1
1.01325,77.864344,-282.636051,3.368839,2.901185,-3.914435,-1.01325,8.090409,10.194851,12.004844,1
2.961807,188.273923,-529.855127,4.41673,0.315233,-1.454923,-5.161511,11.369182,12.113963,13.568886,1
-0.159349,185.866372,-1222.507441,0.467654,1.425478,11.92517,-16.766252,-2.821511,11.708663,12.974793,1
-0.12644,182.800642,-1282.94389,1.853294,0.857365,9.741054,-13.561958,-2.857884,9.685628,11.033164,1
0.831384,26.309852,-191.847144,-1.541525,0.853901,-0.633931,-2.442192,5.092229,8.047108,13.891047,1
0.543864,66.780951,-823.972942,1.808261,6.382607,-0.762102,-1.305966,2.132155,6.108943,10.982934,1
0.162813,23.531642,-230.251906,1.340607,2.37291,-0.017321,-0.180133,2.443924,4.671341,7.207063,1
0.831384,26.309852,-191.847144,-1.541525,0.853901,-0.633931,-2.442192,5.092229,8.047108,13.891047,1
6.980165,42.93754,-231.078094,2.684679,8.786694,3.221615,-6.980165,2.603272,9.583437,17.654794,1
-1.818653,57.071074,-245.951215,3.637307,0,-3.637307,3.637307,7.794229,7.794229,5.975575,1
